,Genename,Counts,Sample
0,B9D2,859.9958,Moderate 1
1,JAG2,25.180975,Moderate 1
2,DNASE1,706.9722,Moderate 1
3,TRMU,1537.5243,Moderate 1
4,RRP9,1121.1288,Moderate 1
5,CNOT2,6233.44,Moderate 1
6,SMO,0.0,Moderate 1
7,RC3H2,2061.1978,Moderate 1
8,CLINT1,6225.95,Moderate 1
9,CD52,118550.12,Moderate 1
10,CLSPN,118.8356,Moderate 1
11,MEGF9,1564.4464,Moderate 1
12,UBA7,3652.0786,Moderate 1
13,TRBC2,15045.654,Moderate 1
14,CNOT4,3807.3777,Moderate 1
15,TCP1,5282.1733,Moderate 1
16,INSIG2,1314.888,Moderate 1
17,SEC61A1,3977.4744,Moderate 1
18,MED13,1308.8251,Moderate 1
19,PLEKHS1,0.0,Moderate 1
20,NUFIP2,2732.4014,Moderate 1
21,TSPAN18,339.62845,Moderate 1
22,XPC,3272.1548,Moderate 1
23,EIF3K,59631.52,Moderate 1
24,PIKFYVE,2618.8088,Moderate 1
25,LEF1,18017.389,Moderate 1
26,ATG12,5294.241,Moderate 1
27,PPL,0.0,Moderate 1
28,CCDC50,2576.1055,Moderate 1
29,HLA-E,139857.58,Moderate 1
30,MTMR14,5373.8965,Moderate 1
31,AKT2,4031.4626,Moderate 1
32,ZNF708,1728.4205,Moderate 1
33,RPS9,258178.19,Moderate 1
34,ACACA,1075.8192,Moderate 1
35,IGHG1,729.5753,Moderate 1
36,PPT1,3776.815,Moderate 1
37,DEF6,8888.027,Moderate 1
38,PSME4,1319.4076,Moderate 1
39,ZFR,5473.392,Moderate 1
40,HBS1L,3009.0063,Moderate 1
41,FCN1,13284.167,Moderate 1
42,ARHGEF1,27484.764,Moderate 1
43,HIST1H4C,17970.973,Moderate 1
44,KSR1,229.14476,Moderate 1
45,RPS14,593406.9,Moderate 1
46,IGHM,25904.645,Moderate 1
47,KCNAB2,4959.0156,Moderate 1
48,PFDN5,110160.65,Moderate 1
49,IGLC2,3122.4463,Moderate 1
50,HLA-B,347065.56,Moderate 1
51,LPIN3,1.2886598,Moderate 1
52,MT-CYB,288599.0,Moderate 1
53,KIF3B,1087.4617,Moderate 1
54,SHOC2,4792.7207,Moderate 1
55,RPL11,660430.5,Moderate 1
56,NMT2,1622.349,Moderate 1
57,ZNF26,1412.098,Moderate 1
58,MT-CO3,541162.94,Moderate 1
59,CSF2RB,298.3226,Moderate 1
60,TMSB4X,398238.8,Moderate 1
61,VCAN,12277.1875,Moderate 1
62,S100A8,439760.12,Moderate 1
63,NEU1,1821.6459,Moderate 1
64,B4GALT1,5215.6606,Moderate 1
65,HIPK2,2087.4636,Moderate 1
66,PANK2,2053.4014,Moderate 1
67,ABCD1,1017.61414,Moderate 1
68,PMPCB,6851.0273,Moderate 1
69,ACTG1,152761.19,Moderate 1
70,ARFGEF1,1512.6125,Moderate 1
71,BBX,8319.084,Moderate 1
72,MRPL44,2322.0452,Moderate 1
73,CD8A,8257.074,Moderate 1
74,MRPL10,2934.9514,Moderate 1
75,ZNF439,1324.6073,Moderate 1
76,NIN,6033.1504,Moderate 1
77,FMNL3,602.07434,Moderate 1
78,WAC,5311.2964,Moderate 1
79,CTDSP2,2136.6165,Moderate 1
80,ATRX,12146.497,Moderate 1
81,CCL22,0.0,Moderate 1
82,FGFR1OP,703.2429,Moderate 1
83,CMTM6,8255.556,Moderate 1
84,ZNF664,1181.217,Moderate 1
85,SPG21,6615.7266,Moderate 1
86,PNRC2,9228.343,Moderate 1
87,PPP2CA,5395.1235,Moderate 1
88,EIF4A3,3182.6719,Moderate 1
89,KCTD12,1643.8368,Moderate 1
90,IGLV6-57,2969.7234,Moderate 1
91,ATP2A3,6515.453,Moderate 1
92,AGO2,1498.2946,Moderate 1
93,GK5,1009.0624,Moderate 1
94,ALAD,1360.8578,Moderate 1
95,SATB1,11381.296,Moderate 1
96,RPS17,5414.116,Moderate 1
97,RPL22,216518.9,Moderate 1
98,SRSF6,2991.9429,Moderate 1
99,IQGAP2,3456.1443,Moderate 1
100,TEP1,935.63556,Moderate 1
101,CFLAR,8804.937,Moderate 1
102,DDX18,9208.674,Moderate 1
103,TRAK1,1095.8905,Moderate 1
104,AHNAK2,3.4025178,Moderate 1
105,GLIPR2,5334.042,Moderate 1
106,MT-CO2,611544.7,Moderate 1
107,TFAP2B,0.0,Moderate 1
108,APLP2,7634.0405,Moderate 1
109,SLC35G3,2.2883296,Moderate 1
110,ADAR,8330.091,Moderate 1
111,HLA-A,243066.36,Moderate 1
112,SRL,0.0,Moderate 1
113,SEC63,4910.539,Moderate 1
114,HLA-C,224446.9,Moderate 1
115,DFFA,1993.2743,Moderate 1
116,TKT,29012.24,Moderate 1
117,PCMT1,3825.46,Moderate 1
118,AHNAK,21512.23,Moderate 1
119,COL7A1,3.4554248,Moderate 1
120,BMPR2,649.36615,Moderate 1
121,FAM107B,6720.432,Moderate 1
122,MT-CO1,635228.2,Moderate 1
123,SNRPD2,40307.164,Moderate 1
124,CORO1C,1350.7006,Moderate 1
125,ODC1,3957.3125,Moderate 1
126,STK10,6610.0874,Moderate 1
127,LCP1,22741.191,Moderate 1
128,RPS16,264579.8,Moderate 1
129,MTRNR2L8,969.34283,Moderate 1
130,ISG15,4905.4565,Moderate 1
131,YWHAB,34564.207,Moderate 1
132,SERF2,94111.414,Moderate 1
133,PDE4DIP,2273.0386,Moderate 1
134,CFL1,102859.4,Moderate 1
135,IRF2,5098.704,Moderate 1
136,PLEKHB1,1847.9764,Moderate 1
137,TMX4,7875.6406,Moderate 1
138,ALCAM,640.30835,Moderate 1
139,DNAH7,2.7839644,Moderate 1
140,TOPBP1,2177.5813,Moderate 1
141,OGFRL1,1499.9456,Moderate 1
142,MSN,18580.664,Moderate 1
143,KDM6A,4226.9736,Moderate 1
144,TMEM241,387.2564,Moderate 1
145,AC079612.1,0.0,Moderate 1
146,SEMA3F,0.0,Moderate 1
147,AMPD2,1909.0875,Moderate 1
148,SLC25A6,90663.33,Moderate 1
149,SLA,5176.4814,Moderate 1
150,IGLV2-23,9164.641,Moderate 1
151,SLC38A2,2510.5464,Moderate 1
152,ARID1A,4984.816,Moderate 1
153,TMBIM6,22233.812,Moderate 1
154,CYBA,55824.523,Moderate 1
155,NAT9,1836.1063,Moderate 1
156,ZNF740,831.5953,Moderate 1
157,HMGN1,20650.152,Moderate 1
158,LENG8,5631.3115,Moderate 1
159,RAD23A,12775.263,Moderate 1
160,DDX6,13492.274,Moderate 1
161,EMC4,5774.661,Moderate 1
162,ANXA5,7332.046,Moderate 1
163,MIEN1,6628.5566,Moderate 1
164,ERP29,30604.934,Moderate 1
165,RNF19B,388.17975,Moderate 1
166,RGL1,150.34157,Moderate 1
167,GNS,1493.3629,Moderate 1
168,ACAP1,17296.96,Moderate 1
169,LRRC8B,431.61948,Moderate 1
170,SCAF8,2846.6487,Moderate 1
171,USP3,6273.1753,Moderate 1
172,ZNF106,5622.726,Moderate 1
173,TYMP,9396.297,Moderate 1
174,TM9SF3,1206.1345,Moderate 1
175,KAT6A,4036.3218,Moderate 1
176,AKAP11,2173.1375,Moderate 1
177,GZMH,3026.4043,Moderate 1
178,HNRNPK,31345.98,Moderate 1
179,NOMO3,136.27785,Moderate 1
180,SHE,1.4892032,Moderate 1
181,HIVEP1,924.07263,Moderate 1
182,EFR3A,2404.0393,Moderate 1
183,TMBIM4,1758.4464,Moderate 1
184,LAPTM5,129394.445,Moderate 1
185,SND1,6020.6533,Moderate 1
186,LCK,18809.67,Moderate 1
187,TMEM245,1454.7744,Moderate 1
188,ARF1,22462.004,Moderate 1
189,GRM2,20.388315,Moderate 1
190,KCNK10,0.0,Moderate 1
191,S100A9,220427.14,Moderate 1
192,RPS11,111932.94,Moderate 1
193,CAPN2,6141.3867,Moderate 1
194,PHKG2,2950.4988,Moderate 1
195,ZC3H18,2747.5269,Moderate 1
196,ADD1,6566.1597,Moderate 1
197,MX1,3278.1196,Moderate 1
198,SCMH1,805.2844,Moderate 1
199,ZYX,18968.596,Moderate 1
200,RNMT,8596.423,Moderate 1
201,CANX,8800.181,Moderate 1
202,IGHG4,142.11137,Moderate 1
203,IL1RL1,15.698587,Moderate 1
204,IGHV5-51,10544.599,Moderate 1
205,LAMB1,0.0,Moderate 1
206,PDIA3,12735.508,Moderate 1
207,ITGB2,32115.568,Moderate 1
208,NT5DC2,103.30524,Moderate 1
209,VIM,132711.02,Moderate 1
210,TNFAIP3,23558.37,Moderate 1
211,RPS8,789335.4,Moderate 1
212,OXNAD1,9714.521,Moderate 1
213,SLC25A46,3218.089,Moderate 1
214,IGHV3-23,13428.674,Moderate 1
215,CNOT1,4335.194,Moderate 1
216,LPP,2625.5186,Moderate 1
217,UBE2J1,9336.772,Moderate 1
218,ANKRD28,1285.3931,Moderate 1
219,PRDM4,1850.2747,Moderate 1
220,PSMB6,8651.518,Moderate 1
221,UBXN7,2310.2617,Moderate 1
222,ZNF227,1069.919,Moderate 1
223,NCOA3,4746.3613,Moderate 1
224,MTX1,2644.9976,Moderate 1
225,PDIA4,3332.8481,Moderate 1
226,CHD4,6111.4683,Moderate 1
227,AC159540.1,0.0,Moderate 1
228,PLA2G2D,33.22304,Moderate 1
229,CCDC97,2148.4998,Moderate 1
230,TMEM154,4136.123,Moderate 1
231,HIST1H2BK,2597.571,Moderate 1
232,KIAA0319,9.963707,Moderate 1
233,APOBEC3G,3529.7622,Moderate 1
234,MOSPD1,658.6147,Moderate 1
235,RPN1,7795.9165,Moderate 1
236,ARHGAP1,2897.6052,Moderate 1
237,CIR1,4634.7705,Moderate 1
238,AACS,468.5509,Moderate 1
239,CHD7,3517.6316,Moderate 1
240,STX6,888.4204,Moderate 1
241,SAMD9,3422.209,Moderate 1
242,TOM1,4061.225,Moderate 1
243,SNRPC,7372.2705,Moderate 1
244,PGAP1,320.49173,Moderate 1
245,ANXA1,17540.514,Moderate 1
246,TMEM181,580.28564,Moderate 1
247,ARHGAP12,1703.9413,Moderate 1
248,IPO11,695.96906,Moderate 1
249,KLF3,11252.611,Moderate 1
250,CTSS,26252.713,Moderate 1
251,LYZ,43505.918,Moderate 1
252,IFI44L,374.729,Moderate 1
253,HNRNPUL1,10921.21,Moderate 1
254,GNAS,12878.156,Moderate 1
255,SNED1,161.33958,Moderate 1
256,IQGAP1,14329.119,Moderate 1
257,HMGXB3,2822.5432,Moderate 1
258,KDM5C,2735.9587,Moderate 1
259,RNF213,13062.304,Moderate 1
260,RPS13,555092.25,Moderate 1
261,TMCO1,2990.531,Moderate 1
262,ELL2,1991.6681,Moderate 1
263,RPLP1,910508.4,Moderate 1
264,RPL32,774470.0,Moderate 1
265,RAB1B,8201.135,Moderate 1
266,PKM,22961.395,Moderate 1
267,IGHA1,1996.6527,Moderate 1
268,NDUFB8,1218.7383,Moderate 1
269,COPB2,2347.6824,Moderate 1
270,ARAF,2775.908,Moderate 1
271,COLEC11,7.041713,Moderate 1
272,IGHV1-24,3470.9302,Moderate 1
273,B2M,697010.44,Moderate 1
274,SPCS3,4347.323,Moderate 1
275,SNRNP70,7942.424,Moderate 1
276,RPS2,222630.5,Moderate 1
277,HSP90B1,17077.195,Moderate 1
278,ANKRD17,3229.3967,Moderate 1
279,GDE1,1986.8638,Moderate 1
280,NCOR1,12408.367,Moderate 1
281,RAB31,3777.4707,Moderate 1
282,PSMC2,2447.1655,Moderate 1
283,RPS6,386074.16,Moderate 1
284,CLUH,520.36774,Moderate 1
285,CCND2,3168.9966,Moderate 1
286,RPL14,383450.44,Moderate 1
287,RPS27L,8239.666,Moderate 1
288,GAPDH,144582.58,Moderate 1
289,RPS20,73306.15,Moderate 1
290,SEPT8,104.335655,Moderate 1
291,ZNF622,2906.3994,Moderate 1
292,CNR2,1730.832,Moderate 1
293,SREBF2,2322.0073,Moderate 1
294,SEC24C,1868.111,Moderate 1
295,CSTA,9477.331,Moderate 1
296,RPL38,87644.5,Moderate 1
297,TLN1,11010.352,Moderate 1
298,MRPL22,2135.365,Moderate 1
299,MOV10,834.6214,Moderate 1
300,ATF4,7900.971,Moderate 1
301,ATAD2,1109.1979,Moderate 1
302,RPL10A,224803.69,Moderate 1
303,ESRRA,568.6788,Moderate 1
304,TGM2,21.526585,Moderate 1
305,SNX27,1818.1971,Moderate 1
306,TMEM30A,2681.036,Moderate 1
307,SIL1,1306.386,Moderate 1
308,PLXDC2,1865.7814,Moderate 1
309,WDR55,1453.1808,Moderate 1
310,MT-ND2,98932.89,Moderate 1
311,EIF3A,9717.491,Moderate 1
312,MFSD10,5712.444,Moderate 1
313,HEATR3,757.3118,Moderate 1
314,HDAC4,998.24835,Moderate 1
315,APOL6,1668.484,Moderate 1
316,COPA,4487.4395,Moderate 1
317,PGGT1B,1744.2156,Moderate 1
318,SMARCC2,6569.834,Moderate 1
319,HSPA5,15901.169,Moderate 1
320,HSPA9,8131.965,Moderate 1
321,IFITM2,40126.973,Moderate 1
322,CAPRIN1,4305.972,Moderate 1
