,Genename,Counts,Sample
0,B9D2,322.33902,Healthy 3
1,JAG2,26.860876,Healthy 3
2,DNASE1,169.1,Healthy 3
3,TRMU,749.3247,Healthy 3
4,RRP9,394.11145,Healthy 3
5,CNOT2,3310.2158,Healthy 3
6,SMO,2.5062656,Healthy 3
7,RC3H2,852.2379,Healthy 3
8,CLINT1,2189.2932,Healthy 3
9,CD52,16462.176,Healthy 3
10,CLSPN,79.219444,Healthy 3
11,MEGF9,146.96446,Healthy 3
12,UBA7,443.54382,Healthy 3
13,TRBC2,11605.964,Healthy 3
14,CNOT4,1698.9446,Healthy 3
15,TCP1,2214.0771,Healthy 3
16,INSIG2,900.9715,Healthy 3
17,SEC61A1,1824.5896,Healthy 3
18,MED13,818.13196,Healthy 3
19,PLEKHS1,0.0,Healthy 3
20,NUFIP2,937.2927,Healthy 3
21,TSPAN18,35.87021,Healthy 3
22,XPC,1991.7572,Healthy 3
23,EIF3K,23256.06,Healthy 3
24,PIKFYVE,1090.5914,Healthy 3
25,LEF1,4735.346,Healthy 3
26,ATG12,2178.6816,Healthy 3
27,PPL,2.2862368,Healthy 3
28,CCDC50,658.66046,Healthy 3
29,HLA-E,59679.105,Healthy 3
30,MTMR14,2283.2249,Healthy 3
31,AKT2,2081.5713,Healthy 3
32,ZNF708,576.63556,Healthy 3
33,RPS9,102106.836,Healthy 3
34,ACACA,314.35895,Healthy 3
35,IGHG1,175.02902,Healthy 3
36,PPT1,1487.822,Healthy 3
37,DEF6,4720.015,Healthy 3
38,PSME4,993.6119,Healthy 3
39,ZFR,1602.4103,Healthy 3
40,HBS1L,1023.06433,Healthy 3
41,FCN1,2301.035,Healthy 3
42,ARHGEF1,6461.899,Healthy 3
43,HIST1H4C,6049.6855,Healthy 3
44,KSR1,58.51824,Healthy 3
45,RPS14,279651.7,Healthy 3
46,IGHM,1334.7426,Healthy 3
47,KCNAB2,1813.962,Healthy 3
48,PFDN5,48983.05,Healthy 3
49,IGLC2,171.77782,Healthy 3
50,HLA-B,137779.64,Healthy 3
51,LPIN3,0.0,Healthy 3
52,MT-CYB,67990.59,Healthy 3
53,KIF3B,345.00983,Healthy 3
54,SHOC2,1608.7273,Healthy 3
55,RPL11,278948.47,Healthy 3
56,NMT2,481.9022,Healthy 3
57,ZNF26,489.40445,Healthy 3
58,MT-CO3,98800.38,Healthy 3
59,CSF2RB,72.683205,Healthy 3
60,TMSB4X,147513.16,Healthy 3
61,VCAN,2056.4783,Healthy 3
62,S100A8,14284.911,Healthy 3
63,NEU1,1062.0635,Healthy 3
64,B4GALT1,2297.763,Healthy 3
65,HIPK2,1373.4371,Healthy 3
66,PANK2,861.28094,Healthy 3
67,ABCD1,189.49266,Healthy 3
68,PMPCB,2553.9998,Healthy 3
69,ACTG1,43937.426,Healthy 3
70,ARFGEF1,1017.133,Healthy 3
71,BBX,2127.8086,Healthy 3
72,MRPL44,842.0983,Healthy 3
73,CD8A,5649.9277,Healthy 3
74,MRPL10,1754.0402,Healthy 3
75,ZNF439,402.89206,Healthy 3
76,NIN,1563.9036,Healthy 3
77,FMNL3,586.9996,Healthy 3
78,WAC,2331.811,Healthy 3
79,CTDSP2,1005.61414,Healthy 3
80,ATRX,3401.8813,Healthy 3
81,CCL22,285.72897,Healthy 3
82,FGFR1OP,285.3923,Healthy 3
83,CMTM6,4342.0146,Healthy 3
84,ZNF664,527.8419,Healthy 3
85,SPG21,1664.8164,Healthy 3
86,PNRC2,3080.6702,Healthy 3
87,PPP2CA,2093.789,Healthy 3
88,EIF4A3,1801.6715,Healthy 3
89,KCTD12,198.87961,Healthy 3
90,IGLV6-57,81.177795,Healthy 3
91,ATP2A3,1699.1453,Healthy 3
92,AGO2,1986.3757,Healthy 3
93,GK5,870.31744,Healthy 3
94,ALAD,441.2614,Healthy 3
95,SATB1,4843.007,Healthy 3
96,RPS17,1371.1151,Healthy 3
97,RPL22,83360.055,Healthy 3
98,SRSF6,950.9135,Healthy 3
99,IQGAP2,1940.458,Healthy 3
100,TEP1,185.51028,Healthy 3
101,CFLAR,3340.8513,Healthy 3
102,DDX18,3285.331,Healthy 3
103,TRAK1,211.34108,Healthy 3
104,AHNAK2,7.010003,Healthy 3
105,GLIPR2,1559.2086,Healthy 3
106,MT-CO2,107494.6,Healthy 3
107,TFAP2B,0.0,Healthy 3
108,APLP2,3352.8757,Healthy 3
109,SLC35G3,0.0,Healthy 3
110,ADAR,4053.857,Healthy 3
111,HLA-A,139526.45,Healthy 3
112,SRL,0.0,Healthy 3
113,SEC63,2059.4294,Healthy 3
114,HLA-C,181827.7,Healthy 3
115,DFFA,954.9114,Healthy 3
116,TKT,5897.129,Healthy 3
117,PCMT1,2438.7227,Healthy 3
118,AHNAK,5233.0933,Healthy 3
119,COL7A1,23.321949,Healthy 3
120,BMPR2,237.4838,Healthy 3
121,FAM107B,3718.0093,Healthy 3
122,MT-CO1,118617.92,Healthy 3
123,SNRPD2,15830.284,Healthy 3
124,CORO1C,432.43576,Healthy 3
125,ODC1,1519.7184,Healthy 3
126,STK10,2282.9778,Healthy 3
127,LCP1,6901.553,Healthy 3
128,RPS16,116327.43,Healthy 3
129,MTRNR2L8,51300.285,Healthy 3
130,ISG15,754.0269,Healthy 3
131,YWHAB,15289.608,Healthy 3
132,SERF2,17461.104,Healthy 3
133,PDE4DIP,1919.8706,Healthy 3
134,CFL1,22630.662,Healthy 3
135,IRF2,1807.2662,Healthy 3
136,PLEKHB1,266.70618,Healthy 3
137,TMX4,2983.0254,Healthy 3
138,ALCAM,490.78506,Healthy 3
139,DNAH7,0.0,Healthy 3
140,TOPBP1,985.2591,Healthy 3
141,OGFRL1,207.85828,Healthy 3
142,MSN,8135.5273,Healthy 3
143,KDM6A,870.48785,Healthy 3
144,TMEM241,64.457886,Healthy 3
145,AC079612.1,0.0,Healthy 3
146,SEMA3F,0.0,Healthy 3
147,AMPD2,818.0883,Healthy 3
148,SLC25A6,27960.771,Healthy 3
149,SLA,2888.1963,Healthy 3
150,IGLV2-23,270.47632,Healthy 3
151,SLC38A2,1570.155,Healthy 3
152,ARID1A,1707.6284,Healthy 3
153,TMBIM6,12683.048,Healthy 3
154,CYBA,16532.963,Healthy 3
155,NAT9,759.18945,Healthy 3
156,ZNF740,415.28934,Healthy 3
157,HMGN1,6616.89,Healthy 3
