,Genename,Counts,Sample
220,PSMB6,2287.5698,Severe 8
221,UBXN7,2420.093,Severe 8
222,ZNF227,409.6928,Severe 8
223,NCOA3,2664.7092,Severe 8
224,MTX1,240.68005,Severe 8
225,PDIA4,2432.244,Severe 8
226,CHD4,5547.7676,Severe 8
227,AC159540.1,377.8247,Severe 8
228,PLA2G2D,26.24672,Severe 8
229,CCDC97,598.9691,Severe 8
230,TMEM154,1535.7744,Severe 8
231,HIST1H2BK,652.1766,Severe 8
232,KIAA0319,216.15038,Severe 8
233,APOBEC3G,3303.3374,Severe 8
234,MOSPD1,212.74039,Severe 8
235,RPN1,2351.474,Severe 8
236,ARHGAP1,1021.02655,Severe 8
237,CIR1,2021.6116,Severe 8
238,AACS,606.9595,Severe 8
239,CHD7,946.7439,Severe 8
240,STX6,853.08716,Severe 8
241,SAMD9,7149.869,Severe 8
242,TOM1,997.44635,Severe 8
243,SNRPC,1579.3732,Severe 8
244,PGAP1,176.06477,Severe 8
245,ANXA1,11721.201,Severe 8
246,TMEM181,741.74475,Severe 8
247,ARHGAP12,735.9077,Severe 8
248,IPO11,279.52286,Severe 8
249,KLF3,3811.868,Severe 8
250,CTSS,35633.31,Severe 8
251,LYZ,24449.906,Severe 8
252,IFI44L,12935.525,Severe 8
253,HNRNPUL1,4391.411,Severe 8
254,GNAS,13965.18,Severe 8
255,SNED1,130.02399,Severe 8
256,IQGAP1,14230.515,Severe 8
257,HMGXB3,713.507,Severe 8
258,KDM5C,1094.2434,Severe 8
259,RNF213,41697.11,Severe 8
260,RPS13,16117.297,Severe 8
261,TMCO1,1270.1636,Severe 8
262,ELL2,1039.9692,Severe 8
263,RPLP1,24444.217,Severe 8
264,RPL32,12601.848,Severe 8
265,RAB1B,343.01776,Severe 8
266,PKM,9246.273,Severe 8
267,IGHA1,4136.576,Severe 8
268,NDUFB8,1694.0934,Severe 8
269,COPB2,1494.5912,Severe 8
270,ARAF,953.95807,Severe 8
271,COLEC11,0.0,Severe 8
272,IGHV1-24,0.0,Severe 8
273,B2M,188393.81,Severe 8
274,SPCS3,3940.908,Severe 8
275,SNRNP70,2395.3784,Severe 8
276,RPS2,20531.572,Severe 8
277,HSP90B1,12970.613,Severe 8
278,ANKRD17,2799.5903,Severe 8
279,GDE1,840.1704,Severe 8
280,NCOR1,6841.6987,Severe 8
281,RAB31,3596.8657,Severe 8
282,PSMC2,1772.2726,Severe 8
283,RPS6,31165.574,Severe 8
284,CLUH,310.07465,Severe 8
285,CCND2,4174.52,Severe 8
286,RPL14,16452.85,Severe 8
287,RPS27L,2108.2932,Severe 8
288,GAPDH,5802.962,Severe 8
289,RPS20,14569.231,Severe 8
290,SEPT8,142.91698,Severe 8
291,ZNF622,993.12885,Severe 8
292,CNR2,164.43051,Severe 8
293,SREBF2,1671.3148,Severe 8
294,SEC24C,1380.4673,Severe 8
295,CSTA,1170.7012,Severe 8
296,RPL38,8706.41,Severe 8
297,TLN1,18911.586,Severe 8
298,MRPL22,651.80786,Severe 8
299,MOV10,1257.0809,Severe 8
300,ATF4,6988.9873,Severe 8
301,ATAD2,621.06006,Severe 8
302,RPL10A,10111.283,Severe 8
303,ESRRA,47.448166,Severe 8
304,TGM2,243.45732,Severe 8
305,SNX27,2201.314,Severe 8
306,TMEM30A,2831.5361,Severe 8
307,SIL1,557.5405,Severe 8
308,PLXDC2,2136.2268,Severe 8
309,WDR55,825.4959,Severe 8
310,MT-ND2,29257.445,Severe 8
311,EIF3A,4613.4917,Severe 8
312,MFSD10,473.4818,Severe 8
313,HEATR3,657.29156,Severe 8
314,HDAC4,1488.5529,Severe 8
315,APOL6,8662.508,Severe 8
316,COPA,3819.2036,Severe 8
317,PGGT1B,799.8187,Severe 8
318,SMARCC2,2617.258,Severe 8
319,HSPA5,13260.046,Severe 8
320,HSPA9,2484.4028,Severe 8
321,IFITM2,8137.915,Severe 8
322,CAPRIN1,2542.2073,Severe 8
323,DYNC1H1,5834.6445,Severe 8
324,MORF4L1,3030.7969,Severe 8
325,SYTL3,1674.9022,Severe 8
326,NNT,1324.2216,Severe 8
327,RPRD2,1326.9581,Severe 8
328,STAT1,10316.311,Severe 8
329,SAMHD1,12665.471,Severe 8
330,PKN1,1440.5377,Severe 8
331,MYCBP2,7535.398,Severe 8
332,ACTB,33558.473,Severe 8
333,COTL1,8896.772,Severe 8
334,FAM198B,1160.2122,Severe 8
335,BTN3A2,6873.771,Severe 8
336,KIAA0232,2063.906,Severe 8
337,TPRKB,374.76978,Severe 8
338,XAF1,24167.178,Severe 8
339,ST3GAL1,2859.4988,Severe 8
340,RCSD1,4774.293,Severe 8
341,TXNIP,82836.46,Severe 8
342,RASSF2,3743.6553,Severe 8
343,RPS18,21121.32,Severe 8
344,RPL35,10535.718,Severe 8
345,SYK,3629.94,Severe 8
346,FNBP1,6568.0825,Severe 8
347,ABR,1854.2759,Severe 8
348,UBE2K,1686.8699,Severe 8
349,FCGR2A,3863.5398,Severe 8
350,AXIN1,1152.4573,Severe 8
351,CHD3,5250.557,Severe 8
352,OAS3,10927.606,Severe 8
353,CAPZA2,1908.8138,Severe 8
354,MT-ATP8,4011.199,Severe 8
355,ARHGDIB,14155.869,Severe 8
356,SYNCRIP,2532.2822,Severe 8
357,PHIP,3053.4915,Severe 8
358,SRRM1,3750.706,Severe 8
359,WAS,2931.1626,Severe 8
360,UQCRB,3619.33,Severe 8
361,USP7,4302.4727,Severe 8
362,LAMP2,2320.769,Severe 8
363,SHISA5,5658.8027,Severe 8
364,TMPO,3073.309,Severe 8
365,WDFY4,1165.1385,Severe 8
366,PSMD6,1499.4272,Severe 8
367,PABPC1,23621.781,Severe 8
368,COMMD8,1056.6384,Severe 8
369,ASPM,41.651497,Severe 8
370,LST1,3811.9973,Severe 8
371,CSDE1,8652.097,Severe 8
372,FCGR1A,1563.0815,Severe 8
373,KIF22,726.7592,Severe 8
374,CKAP2,417.8936,Severe 8
375,TADA2B,2135.1655,Severe 8
376,NFKBIA,21508.459,Severe 8
377,CEP350,5058.0083,Severe 8
378,GTF3C5,791.9509,Severe 8
379,RBM8A,1168.3369,Severe 8
380,SET,5044.0884,Severe 8
381,NCF2,7837.9824,Severe 8
382,ITGAM,4939.159,Severe 8
383,TXLNA,1398.0836,Severe 8
384,DIAPH1,9927.342,Severe 8
385,PAG1,3336.001,Severe 8
386,CST3,6340.986,Severe 8
387,RPS5,14008.359,Severe 8
388,IFI27,42861.883,Severe 8
389,YWHAZ,11499.832,Severe 8
390,MOB1A,6773.5034,Severe 8
391,IFITM3,21859.23,Severe 8
392,LTBP4,521.0553,Severe 8
393,LACTB,1029.4318,Severe 8
394,AP2B1,2298.2817,Severe 8
395,HCK,2558.4229,Severe 8
396,LRP1,3206.2307,Severe 8
397,LSP1,5139.868,Severe 8
398,MAST4,1669.1082,Severe 8
399,CYBB,18178.623,Severe 8
400,MALAT1,306202.34,Severe 8
401,ELMO1,1389.2661,Severe 8
402,MT-ATP6,32179.45,Severe 8
403,MYH9,24903.688,Severe 8
404,VPS41,860.65735,Severe 8
405,ATP2B4,3944.5105,Severe 8
406,PTPRE,3570.7986,Severe 8
407,ACTR1B,902.611,Severe 8
408,H3F3B,25371.135,Severe 8
409,GCC2,3399.0027,Severe 8
410,OAZ1,18776.635,Severe 8
411,PIK3AP1,4458.894,Severe 8
412,NUCKS1,3395.5623,Severe 8
413,HPSE,962.9684,Severe 8
414,CD44,7576.528,Severe 8
415,SARS,1892.2412,Severe 8
416,CD244,1332.4226,Severe 8
417,TSPAN31,625.3776,Severe 8
418,HLA-DRA,8470.845,Severe 8
419,MBD2,2773.7039,Severe 8
420,RAB33B,505.7679,Severe 8
421,TNRC6B,5431.256,Severe 8
422,CTSZ,2638.151,Severe 8
423,ITGAL,9793.907,Severe 8
424,YPEL5,3640.2935,Severe 8
425,HNRNPA1,6653.989,Severe 8
426,CCDC88C,5664.881,Severe 8
427,ZMYND11,1493.2542,Severe 8
428,MVP,2940.5474,Severe 8
429,EXD3,237.33801,Severe 8
430,RPL3,23986.861,Severe 8
431,NELFE,1111.5774,Severe 8
