,Genename,Counts,Sample
0,B9D2,334.28516,Healthy 15
1,JAG2,84.590576,Healthy 15
2,DNASE1,1857.0242,Healthy 15
3,TRMU,1146.2465,Healthy 15
4,RRP9,290.64413,Healthy 15
5,CNOT2,3534.2312,Healthy 15
6,SMO,8.095396,Healthy 15
7,RC3H2,2266.1553,Healthy 15
8,CLINT1,4316.9272,Healthy 15
9,CD52,17652.234,Healthy 15
10,CLSPN,98.26601,Healthy 15
11,MEGF9,4756.971,Healthy 15
12,UBA7,2768.7412,Healthy 15
13,TRBC2,37094.65,Healthy 15
14,CNOT4,1512.711,Healthy 15
15,TCP1,3546.7605,Healthy 15
16,INSIG2,827.23505,Healthy 15
17,SEC61A1,2929.2268,Healthy 15
18,MED13,5164.212,Healthy 15
19,PLEKHS1,133.83984,Healthy 15
20,NUFIP2,5581.8477,Healthy 15
21,TSPAN18,711.2451,Healthy 15
22,XPC,2775.25,Healthy 15
23,EIF3K,9203.439,Healthy 15
24,PIKFYVE,4256.463,Healthy 15
25,LEF1,8823.724,Healthy 15
26,ATG12,2496.6104,Healthy 15
27,PPL,36.932,Healthy 15
28,CCDC50,1779.7649,Healthy 15
29,HLA-E,129492.02,Healthy 15
30,MTMR14,1529.8226,Healthy 15
31,AKT2,2281.2852,Healthy 15
32,ZNF708,970.98926,Healthy 15
33,RPS9,42212.676,Healthy 15
34,ACACA,672.52954,Healthy 15
35,IGHG1,1180.2267,Healthy 15
36,PPT1,4863.458,Healthy 15
37,DEF6,4302.2886,Healthy 15
38,PSME4,3144.448,Healthy 15
39,ZFR,4057.331,Healthy 15
40,HBS1L,1511.9648,Healthy 15
41,FCN1,13285.817,Healthy 15
42,ARHGEF1,7614.1304,Healthy 15
43,HIST1H4C,3084.499,Healthy 15
44,KSR1,480.9825,Healthy 15
45,RPS14,128132.72,Healthy 15
46,IGHM,9325.633,Healthy 15
47,KCNAB2,4970.784,Healthy 15
48,PFDN5,23398.96,Healthy 15
49,IGLC2,1026.3617,Healthy 15
50,HLA-B,199194.72,Healthy 15
51,LPIN3,10.04016,Healthy 15
52,MT-CYB,106861.26,Healthy 15
53,KIF3B,1701.6226,Healthy 15
54,SHOC2,3358.252,Healthy 15
55,RPL11,81703.31,Healthy 15
56,NMT2,2104.3318,Healthy 15
57,ZNF26,907.5414,Healthy 15
58,MT-CO3,108635.13,Healthy 15
59,CSF2RB,1009.7292,Healthy 15
60,TMSB4X,81318.695,Healthy 15
61,VCAN,18206.016,Healthy 15
62,S100A8,16213.495,Healthy 15
63,NEU1,595.7336,Healthy 15
64,B4GALT1,3361.924,Healthy 15
65,HIPK2,5243.436,Healthy 15
66,PANK2,1774.337,Healthy 15
67,ABCD1,174.55432,Healthy 15
68,PMPCB,2694.3125,Healthy 15
69,ACTG1,43195.72,Healthy 15
70,ARFGEF1,4694.092,Healthy 15
71,BBX,6509.3413,Healthy 15
72,MRPL44,639.21783,Healthy 15
73,CD8A,8520.07,Healthy 15
74,MRPL10,988.42426,Healthy 15
75,ZNF439,586.2968,Healthy 15
76,NIN,11997.491,Healthy 15
77,FMNL3,1946.7124,Healthy 15
78,WAC,11377.869,Healthy 15
79,CTDSP2,4871.6094,Healthy 15
80,ATRX,12518.066,Healthy 15
81,CCL22,21.693388,Healthy 15
82,FGFR1OP,449.7375,Healthy 15
83,CMTM6,5620.0234,Healthy 15
84,ZNF664,1696.3309,Healthy 15
85,SPG21,2742.8276,Healthy 15
86,PNRC2,6413.158,Healthy 15
87,PPP2CA,3583.972,Healthy 15
88,EIF4A3,1698.8883,Healthy 15
89,KCTD12,3326.4082,Healthy 15
90,IGLV6-57,0.0,Healthy 15
91,ATP2A3,3200.972,Healthy 15
92,AGO2,1228.9481,Healthy 15
93,GK5,676.45013,Healthy 15
94,ALAD,2134.2627,Healthy 15
95,SATB1,12669.963,Healthy 15
96,RPS17,3272.3975,Healthy 15
97,RPL22,24784.074,Healthy 15
98,SRSF6,5094.99,Healthy 15
99,IQGAP2,8484.553,Healthy 15
100,TEP1,1994.2632,Healthy 15
101,CFLAR,10056.257,Healthy 15
102,DDX18,4344.8745,Healthy 15
103,TRAK1,2166.706,Healthy 15
104,AHNAK2,115.72467,Healthy 15
105,GLIPR2,3518.7185,Healthy 15
106,MT-CO2,110493.836,Healthy 15
107,TFAP2B,39.135178,Healthy 15
108,APLP2,13327.091,Healthy 15
109,SLC35G3,135.1718,Healthy 15
110,ADAR,15276.573,Healthy 15
111,HLA-A,81171.43,Healthy 15
112,SRL,39.0625,Healthy 15
113,SEC63,4536.9116,Healthy 15
114,HLA-C,86343.336,Healthy 15
115,DFFA,1421.114,Healthy 15
116,TKT,12300.837,Healthy 15
117,PCMT1,2291.1821,Healthy 15
118,AHNAK,74834.39,Healthy 15
119,COL7A1,4.5987587,Healthy 15
120,BMPR2,2121.6826,Healthy 15
121,FAM107B,10580.067,Healthy 15
122,MT-CO1,205214.19,Healthy 15
123,SNRPD2,10616.863,Healthy 15
