,Genename,Counts,Sample
0,B9D2,870.9569,Healthy 0
1,JAG2,26.732224,Healthy 0
2,DNASE1,547.45795,Healthy 0
3,TRMU,1745.6381,Healthy 0
4,RRP9,1336.9323,Healthy 0
5,CNOT2,6222.6704,Healthy 0
6,SMO,0.0,Healthy 0
7,RC3H2,1936.3092,Healthy 0
8,CLINT1,5626.191,Healthy 0
9,CD52,122455.35,Healthy 0
10,CLSPN,132.52924,Healthy 0
11,MEGF9,2624.4153,Healthy 0
12,UBA7,2710.732,Healthy 0
13,TRBC2,29977.822,Healthy 0
14,CNOT4,3946.7212,Healthy 0
15,TCP1,5347.947,Healthy 0
16,INSIG2,1371.8684,Healthy 0
17,SEC61A1,4501.302,Healthy 0
18,MED13,1588.1066,Healthy 0
19,PLEKHS1,0.0,Healthy 0
20,NUFIP2,2229.6257,Healthy 0
21,TSPAN18,367.83014,Healthy 0
22,XPC,3736.1853,Healthy 0
23,EIF3K,53119.816,Healthy 0
24,PIKFYVE,1829.0854,Healthy 0
25,LEF1,18063.648,Healthy 0
26,ATG12,5251.682,Healthy 0
27,PPL,3.4164674,Healthy 0
28,CCDC50,1120.8207,Healthy 0
29,HLA-E,167135.88,Healthy 0
30,MTMR14,4955.1143,Healthy 0
31,AKT2,3620.9692,Healthy 0
32,ZNF708,1347.5776,Healthy 0
33,RPS9,224772.14,Healthy 0
34,ACACA,622.40106,Healthy 0
35,IGHG1,59.4962,Healthy 0
36,PPT1,6225.9536,Healthy 0
37,DEF6,11993.93,Healthy 0
38,PSME4,1548.6913,Healthy 0
39,ZFR,4856.1133,Healthy 0
40,HBS1L,2291.4673,Healthy 0
41,FCN1,24190.598,Healthy 0
42,ARHGEF1,25193.355,Healthy 0
43,HIST1H4C,24318.512,Healthy 0
44,KSR1,416.89474,Healthy 0
45,RPS14,608313.2,Healthy 0
46,IGHM,3147.7815,Healthy 0
47,KCNAB2,6874.133,Healthy 0
48,PFDN5,115650.81,Healthy 0
49,IGLC2,543.4688,Healthy 0
50,HLA-B,553447.1,Healthy 0
51,LPIN3,4.6883755,Healthy 0
52,MT-CYB,464246.9,Healthy 0
53,KIF3B,1073.8092,Healthy 0
54,SHOC2,4694.8804,Healthy 0
55,RPL11,614399.06,Healthy 0
56,NMT2,1745.7697,Healthy 0
57,ZNF26,820.51306,Healthy 0
58,MT-CO3,454827.6,Healthy 0
59,CSF2RB,438.35028,Healthy 0
60,TMSB4X,557678.56,Healthy 0
61,VCAN,13115.873,Healthy 0
62,S100A8,148964.61,Healthy 0
63,NEU1,1803.5525,Healthy 0
64,B4GALT1,5297.984,Healthy 0
65,HIPK2,1597.3773,Healthy 0
66,PANK2,3365.264,Healthy 0
67,ABCD1,886.76135,Healthy 0
68,PMPCB,6819.1343,Healthy 0
69,ACTG1,167213.53,Healthy 0
70,ARFGEF1,2423.1711,Healthy 0
71,BBX,7641.554,Healthy 0
72,MRPL44,2677.9285,Healthy 0
73,CD8A,22917.846,Healthy 0
74,MRPL10,3367.543,Healthy 0
75,ZNF439,703.5206,Healthy 0
76,NIN,6018.9966,Healthy 0
77,FMNL3,895.5885,Healthy 0
78,WAC,5685.569,Healthy 0
79,CTDSP2,3331.196,Healthy 0
80,ATRX,14124.515,Healthy 0
81,CCL22,0.8719916,Healthy 0
82,FGFR1OP,754.00903,Healthy 0
83,CMTM6,7529.905,Healthy 0
84,ZNF664,1464.6676,Healthy 0
85,SPG21,6685.2065,Healthy 0
86,PNRC2,9192.0625,Healthy 0
87,PPP2CA,6613.176,Healthy 0
88,EIF4A3,3347.7732,Healthy 0
89,KCTD12,1784.1086,Healthy 0
90,IGLV6-57,531.79706,Healthy 0
91,ATP2A3,3918.4822,Healthy 0
92,AGO2,1479.8572,Healthy 0
93,GK5,1843.5768,Healthy 0
94,ALAD,1474.6222,Healthy 0
95,SATB1,8179.777,Healthy 0
96,RPS17,4809.1187,Healthy 0
97,RPL22,202421.28,Healthy 0
98,SRSF6,3004.8699,Healthy 0
99,IQGAP2,6218.704,Healthy 0
100,TEP1,910.6727,Healthy 0
101,CFLAR,9711.093,Healthy 0
102,DDX18,11848.43,Healthy 0
103,TRAK1,608.4786,Healthy 0
104,AHNAK2,3.3692632,Healthy 0
105,GLIPR2,8066.6787,Healthy 0
106,MT-CO2,536244.6,Healthy 0
107,TFAP2B,0.0,Healthy 0
108,APLP2,6887.9243,Healthy 0
109,SLC35G3,0.0,Healthy 0
110,ADAR,12066.1875,Healthy 0
111,HLA-A,272243.94,Healthy 0
112,SRL,0.0,Healthy 0
113,SEC63,4591.593,Healthy 0
114,HLA-C,426439.75,Healthy 0
115,DFFA,1933.107,Healthy 0
116,TKT,22401.713,Healthy 0
117,PCMT1,6543.6035,Healthy 0
118,AHNAK,41330.24,Healthy 0
119,COL7A1,7.6634936,Healthy 0
120,BMPR2,519.84216,Healthy 0
121,FAM107B,8800.782,Healthy 0
122,MT-CO1,858060.3,Healthy 0
123,SNRPD2,47997.64,Healthy 0
124,CORO1C,1036.0503,Healthy 0
125,ODC1,3283.4094,Healthy 0
126,STK10,11143.163,Healthy 0
127,LCP1,36469.715,Healthy 0
128,RPS16,204069.22,Healthy 0
129,MTRNR2L8,1884.0148,Healthy 0
130,ISG15,6178.06,Healthy 0
131,YWHAB,52525.754,Healthy 0
132,SERF2,113662.195,Healthy 0
133,PDE4DIP,2258.1904,Healthy 0
134,CFL1,125959.19,Healthy 0
135,IRF2,7427.9688,Healthy 0
136,PLEKHB1,1792.1217,Healthy 0
137,TMX4,6502.712,Healthy 0
138,ALCAM,285.50366,Healthy 0
139,DNAH7,3.2608137,Healthy 0
140,TOPBP1,2104.9229,Healthy 0
141,OGFRL1,1588.4272,Healthy 0
142,MSN,25051.348,Healthy 0
143,KDM6A,1661.5206,Healthy 0
144,TMEM241,286.06,Healthy 0
145,AC079612.1,0.0,Healthy 0
146,SEMA3F,2.8176951,Healthy 0
147,AMPD2,2472.9915,Healthy 0
148,SLC25A6,70220.586,Healthy 0
149,SLA,3435.2795,Healthy 0
150,IGLV2-23,1141.7959,Healthy 0
151,SLC38A2,3495.709,Healthy 0
152,ARID1A,5154.868,Healthy 0
153,TMBIM6,28587.02,Healthy 0
154,CYBA,85520.26,Healthy 0
155,NAT9,1820.6208,Healthy 0
156,ZNF740,1090.0087,Healthy 0
157,HMGN1,21927.486,Healthy 0
158,LENG8,5643.1353,Healthy 0
159,RAD23A,12622.993,Healthy 0
160,DDX6,12421.108,Healthy 0
161,EMC4,6841.245,Healthy 0
162,ANXA5,13564.607,Healthy 0
163,MIEN1,8053.6924,Healthy 0
164,ERP29,29596.312,Healthy 0
165,RNF19B,471.6564,Healthy 0
166,RGL1,72.39003,Healthy 0
167,GNS,2160.9453,Healthy 0
168,ACAP1,23875.297,Healthy 0
169,LRRC8B,535.8072,Healthy 0
170,SCAF8,2443.417,Healthy 0
171,USP3,5032.535,Healthy 0
172,ZNF106,6123.571,Healthy 0
173,TYMP,12344.09,Healthy 0
174,TM9SF3,1563.1176,Healthy 0
175,KAT6A,3318.0032,Healthy 0
176,AKAP11,1664.825,Healthy 0
177,GZMH,38642.2,Healthy 0
178,HNRNPK,35033.69,Healthy 0
179,NOMO3,173.75214,Healthy 0
180,SHE,2.1635656,Healthy 0
181,HIVEP1,873.41943,Healthy 0
182,EFR3A,3412.402,Healthy 0
183,TMBIM4,1479.6063,Healthy 0
