,Genename,Counts,Sample
0,B9D2,1351.4049,Healthy 8
1,JAG2,71.97843,Healthy 8
2,DNASE1,819.5511,Healthy 8
3,TRMU,2144.5579,Healthy 8
4,RRP9,1314.0438,Healthy 8
5,CNOT2,8984.703,Healthy 8
6,SMO,11.358269,Healthy 8
7,RC3H2,3086.8313,Healthy 8
8,CLINT1,7284.0273,Healthy 8
9,CD52,69025.586,Healthy 8
10,CLSPN,168.17033,Healthy 8
11,MEGF9,848.2872,Healthy 8
12,UBA7,1804.6038,Healthy 8
13,TRBC2,37780.367,Healthy 8
14,CNOT4,5254.7627,Healthy 8
15,TCP1,7526.7104,Healthy 8
16,INSIG2,2240.6924,Healthy 8
17,SEC61A1,7405.3584,Healthy 8
18,MED13,3082.416,Healthy 8
19,PLEKHS1,0.0,Healthy 8
20,NUFIP2,3006.415,Healthy 8
21,TSPAN18,195.32074,Healthy 8
22,XPC,7026.698,Healthy 8
23,EIF3K,73349.14,Healthy 8
24,PIKFYVE,3276.268,Healthy 8
25,LEF1,16568.973,Healthy 8
26,ATG12,6549.3286,Healthy 8
27,PPL,13.7774315,Healthy 8
28,CCDC50,2005.0061,Healthy 8
29,HLA-E,186181.77,Healthy 8
30,MTMR14,6820.0312,Healthy 8
31,AKT2,6127.1943,Healthy 8
32,ZNF708,1931.2549,Healthy 8
33,RPS9,274591.75,Healthy 8
34,ACACA,880.93066,Healthy 8
35,IGHG1,416.59128,Healthy 8
36,PPT1,3258.5215,Healthy 8
37,DEF6,13154.789,Healthy 8
38,PSME4,2704.9316,Healthy 8
39,ZFR,5597.5483,Healthy 8
40,HBS1L,3105.72,Healthy 8
41,FCN1,4735.159,Healthy 8
42,ARHGEF1,22068.078,Healthy 8
43,HIST1H4C,24468.096,Healthy 8
44,KSR1,172.58495,Healthy 8
45,RPS14,737595.6,Healthy 8
46,IGHM,6169.158,Healthy 8
47,KCNAB2,6532.0728,Healthy 8
48,PFDN5,162889.4,Healthy 8
49,IGLC2,1036.7052,Healthy 8
50,HLA-B,468616.2,Healthy 8
51,LPIN3,0.0,Healthy 8
52,MT-CYB,230114.53,Healthy 8
53,KIF3B,1385.557,Healthy 8
54,SHOC2,5904.128,Healthy 8
55,RPL11,925993.56,Healthy 8
56,NMT2,1411.7286,Healthy 8
57,ZNF26,1444.732,Healthy 8
58,MT-CO3,317778.2,Healthy 8
59,CSF2RB,403.34378,Healthy 8
60,TMSB4X,510187.5,Healthy 8
61,VCAN,9688.755,Healthy 8
62,S100A8,37022.656,Healthy 8
63,NEU1,3880.466,Healthy 8
64,B4GALT1,5975.208,Healthy 8
65,HIPK2,4627.1343,Healthy 8
66,PANK2,2954.9966,Healthy 8
67,ABCD1,983.4201,Healthy 8
68,PMPCB,8431.391,Healthy 8
69,ACTG1,143883.3,Healthy 8
70,ARFGEF1,2681.479,Healthy 8
71,BBX,7157.213,Healthy 8
72,MRPL44,2952.2405,Healthy 8
73,CD8A,20657.309,Healthy 8
74,MRPL10,5978.9546,Healthy 8
75,ZNF439,1191.6421,Healthy 8
76,NIN,5706.723,Healthy 8
77,FMNL3,1877.7589,Healthy 8
78,WAC,7623.235,Healthy 8
79,CTDSP2,3908.2683,Healthy 8
80,ATRX,11443.65,Healthy 8
81,CCL22,1213.6603,Healthy 8
82,FGFR1OP,1029.3354,Healthy 8
83,CMTM6,14501.934,Healthy 8
84,ZNF664,1760.5778,Healthy 8
85,SPG21,4626.3193,Healthy 8
86,PNRC2,11938.149,Healthy 8
87,PPP2CA,6994.601,Healthy 8
88,EIF4A3,5131.11,Healthy 8
89,KCTD12,1264.0345,Healthy 8
90,IGLV6-57,457.358,Healthy 8
91,ATP2A3,7744.244,Healthy 8
92,AGO2,5608.7627,Healthy 8
93,GK5,3105.8657,Healthy 8
94,ALAD,1329.3994,Healthy 8
95,SATB1,13706.166,Healthy 8
96,RPS17,5080.904,Healthy 8
97,RPL22,286892.4,Healthy 8
98,SRSF6,3448.9377,Healthy 8
99,IQGAP2,5455.483,Healthy 8
100,TEP1,784.36694,Healthy 8
101,CFLAR,11394.815,Healthy 8
102,DDX18,12132.842,Healthy 8
103,TRAK1,605.90424,Healthy 8
104,AHNAK2,3.470221,Healthy 8
105,GLIPR2,6176.5005,Healthy 8
106,MT-CO2,324608.6,Healthy 8
107,TFAP2B,0.0,Healthy 8
108,APLP2,15167.165,Healthy 8
109,SLC35G3,0.0,Healthy 8
110,ADAR,12612.821,Healthy 8
111,HLA-A,398121.84,Healthy 8
112,SRL,0.0,Healthy 8
113,SEC63,6084.1406,Healthy 8
114,HLA-C,587991.4,Healthy 8
115,DFFA,2689.1733,Healthy 8
116,TKT,19862.305,Healthy 8
117,PCMT1,8537.057,Healthy 8
118,AHNAK,20462.191,Healthy 8
119,COL7A1,102.0564,Healthy 8
120,BMPR2,890.0249,Healthy 8
121,FAM107B,12716.038,Healthy 8
122,MT-CO1,370937.44,Healthy 8
123,SNRPD2,52253.59,Healthy 8
124,CORO1C,1812.9746,Healthy 8
125,ODC1,5508.0146,Healthy 8
126,STK10,8788.437,Healthy 8
127,LCP1,25495.18,Healthy 8
128,RPS16,339579.25,Healthy 8
129,MTRNR2L8,810.9292,Healthy 8
130,ISG15,2746.4182,Healthy 8
131,YWHAB,53920.94,Healthy 8
132,SERF2,76102.805,Healthy 8
133,PDE4DIP,5173.8677,Healthy 8
134,CFL1,93490.484,Healthy 8
135,IRF2,6753.8413,Healthy 8
136,PLEKHB1,1122.411,Healthy 8
137,TMX4,10017.584,Healthy 8
138,ALCAM,1829.3467,Healthy 8
139,DNAH7,3.016109,Healthy 8
140,TOPBP1,2882.2043,Healthy 8
141,OGFRL1,1195.4165,Healthy 8
142,MSN,30952.492,Healthy 8
143,KDM6A,2325.7195,Healthy 8
144,TMEM241,197.7362,Healthy 8
145,AC079612.1,0.0,Healthy 8
146,SEMA3F,54.027332,Healthy 8
147,AMPD2,2450.2239,Healthy 8
148,SLC25A6,91479.65,Healthy 8
149,SLA,8884.558,Healthy 8
150,IGLV2-23,1688.8802,Healthy 8
151,SLC38A2,4541.8813,Healthy 8
152,ARID1A,5921.587,Healthy 8
153,TMBIM6,41923.203,Healthy 8
154,CYBA,63093.766,Healthy 8
155,NAT9,2605.204,Healthy 8
156,ZNF740,1107.7108,Healthy 8
157,HMGN1,24370.684,Healthy 8
158,LENG8,4590.082,Healthy 8
159,RAD23A,16617.607,Healthy 8
160,DDX6,15785.622,Healthy 8
161,EMC4,11370.044,Healthy 8
162,ANXA5,15946.011,Healthy 8
163,MIEN1,9689.147,Healthy 8
164,ERP29,29470.918,Healthy 8
165,RNF19B,1917.317,Healthy 8
166,RGL1,322.54672,Healthy 8
167,GNS,2226.403,Healthy 8
168,ACAP1,10815.278,Healthy 8
169,LRRC8B,838.1006,Healthy 8
170,SCAF8,3347.583,Healthy 8
171,USP3,11067.279,Healthy 8
172,ZNF106,5976.376,Healthy 8
173,TYMP,11783.757,Healthy 8
174,TM9SF3,3415.9927,Healthy 8
175,KAT6A,7877.991,Healthy 8
176,AKAP11,2029.4674,Healthy 8
177,GZMH,19371.402,Healthy 8
178,HNRNPK,38977.42,Healthy 8
179,NOMO3,201.54535,Healthy 8
180,SHE,0.0,Healthy 8
181,HIVEP1,2340.2288,Healthy 8
182,EFR3A,5729.152,Healthy 8
183,TMBIM4,1477.5565,Healthy 8
184,LAPTM5,147198.89,Healthy 8
185,SND1,4791.547,Healthy 8
186,LCK,29691.463,Healthy 8
187,TMEM245,2782.9956,Healthy 8
188,ARF1,31167.053,Healthy 8
189,GRM2,21.043507,Healthy 8
190,KCNK10,0.0,Healthy 8
191,S100A9,13002.449,Healthy 8
192,RPS11,137022.9,Healthy 8
193,CAPN2,6277.94,Healthy 8
194,PHKG2,3464.1865,Healthy 8
195,ZC3H18,5174.3604,Healthy 8
196,ADD1,6146.8213,Healthy 8
197,MX1,3271.1084,Healthy 8
198,SCMH1,764.7897,Healthy 8
199,ZYX,25627.305,Healthy 8
200,RNMT,7792.613,Healthy 8
201,CANX,15696.415,Healthy 8
202,IGHG4,45.44802,Healthy 8
203,IL1RL1,4.6926327,Healthy 8
204,IGHV5-51,3320.0227,Healthy 8
205,LAMB1,11.582808,Healthy 8
206,PDIA3,26463.123,Healthy 8
207,ITGB2,26181.2,Healthy 8
208,NT5DC2,416.09525,Healthy 8
209,VIM,234625.56,Healthy 8
210,TNFAIP3,32786.0,Healthy 8
211,RPS8,968053.94,Healthy 8
212,OXNAD1,5700.8403,Healthy 8
213,SLC25A46,4270.2476,Healthy 8
214,IGHV3-23,2751.7366,Healthy 8
215,CNOT1,4990.997,Healthy 8
216,LPP,1548.9526,Healthy 8
217,UBE2J1,6078.335,Healthy 8
218,ANKRD28,1156.2856,Healthy 8
219,PRDM4,1407.8264,Healthy 8
220,PSMB6,13613.809,Healthy 8
221,UBXN7,2895.6545,Healthy 8
222,ZNF227,1321.7097,Healthy 8
223,NCOA3,4644.395,Healthy 8
224,MTX1,2986.698,Healthy 8
225,PDIA4,5015.4375,Healthy 8
226,CHD4,7704.1,Healthy 8
227,AC159540.1,0.0,Healthy 8
228,PLA2G2D,1.759015,Healthy 8
229,CCDC97,3135.9526,Healthy 8
230,TMEM154,3093.112,Healthy 8
231,HIST1H2BK,1413.0251,Healthy 8
232,KIAA0319,23.929062,Healthy 8
233,APOBEC3G,10348.667,Healthy 8
234,MOSPD1,1094.8546,Healthy 8
235,RPN1,16902.045,Healthy 8
236,ARHGAP1,3681.5718,Healthy 8
237,CIR1,7564.9907,Healthy 8
238,AACS,516.3685,Healthy 8
239,CHD7,3982.8818,Healthy 8
240,STX6,3473.5132,Healthy 8
241,SAMD9,4507.778,Healthy 8
242,TOM1,7168.3516,Healthy 8
243,SNRPC,11102.591,Healthy 8
244,PGAP1,484.2955,Healthy 8
245,ANXA1,34551.734,Healthy 8
246,TMEM181,1381.6147,Healthy 8
247,ARHGAP12,1296.4302,Healthy 8
248,IPO11,880.64166,Healthy 8
249,KLF3,17198.246,Healthy 8
250,CTSS,16602.508,Healthy 8
251,LYZ,39165.594,Healthy 8
252,IFI44L,513.0234,Healthy 8
253,HNRNPUL1,23072.525,Healthy 8
254,GNAS,17447.002,Healthy 8
255,SNED1,1538.1364,Healthy 8
256,IQGAP1,16512.436,Healthy 8
257,HMGXB3,3540.4734,Healthy 8
258,KDM5C,3058.587,Healthy 8
259,RNF213,13177.002,Healthy 8
260,RPS13,718089.0,Healthy 8
261,TMCO1,6977.499,Healthy 8
262,ELL2,2488.5796,Healthy 8
263,RPLP1,1261708.4,Healthy 8
264,RPL32,1066424.9,Healthy 8
265,RAB1B,10950.558,Healthy 8
266,PKM,29603.066,Healthy 8
267,IGHA1,2169.5564,Healthy 8
268,NDUFB8,1317.309,Healthy 8
269,COPB2,7725.0674,Healthy 8
270,ARAF,4660.463,Healthy 8
271,COLEC11,3.0599756,Healthy 8
272,IGHV1-24,478.24802,Healthy 8
273,B2M,1003360.6,Healthy 8
274,SPCS3,7243.048,Healthy 8
275,SNRNP70,7377.833,Healthy 8
276,RPS2,328793.03,Healthy 8
277,HSP90B1,34587.27,Healthy 8
278,ANKRD17,4686.983,Healthy 8
279,GDE1,3521.3447,Healthy 8
280,NCOR1,16887.434,Healthy 8
281,RAB31,4782.4937,Healthy 8
282,PSMC2,5001.0933,Healthy 8
283,RPS6,485441.3,Healthy 8
284,CLUH,674.169,Healthy 8
285,CCND2,6111.615,Healthy 8
286,RPL14,536320.0,Healthy 8
287,RPS27L,13653.744,Healthy 8
288,GAPDH,215247.73,Healthy 8
289,RPS20,103205.99,Healthy 8
290,SEPT8,129.07756,Healthy 8
291,ZNF622,4341.494,Healthy 8
292,CNR2,427.2589,Healthy 8
293,SREBF2,3031.2632,Healthy 8
294,SEC24C,3632.9695,Healthy 8
295,CSTA,7591.882,Healthy 8
296,RPL38,124762.96,Healthy 8
297,TLN1,11043.832,Healthy 8
298,MRPL22,5182.488,Healthy 8
299,MOV10,1012.7351,Healthy 8
300,ATF4,8876.68,Healthy 8
301,ATAD2,1153.0549,Healthy 8
302,RPL10A,272693.2,Healthy 8
303,ESRRA,592.38135,Healthy 8
304,TGM2,287.32098,Healthy 8
305,SNX27,2209.1772,Healthy 8
306,TMEM30A,3837.3506,Healthy 8
307,SIL1,777.32416,Healthy 8
308,PLXDC2,3534.7153,Healthy 8
309,WDR55,3086.0754,Healthy 8
310,MT-ND2,71599.84,Healthy 8
311,EIF3A,14176.47,Healthy 8
312,MFSD10,5109.6562,Healthy 8
313,HEATR3,822.1512,Healthy 8
314,HDAC4,1077.8533,Healthy 8
315,APOL6,3172.2617,Healthy 8
316,COPA,6971.8916,Healthy 8
317,PGGT1B,1787.3058,Healthy 8
318,SMARCC2,6727.7544,Healthy 8
319,HSPA5,25625.559,Healthy 8
320,HSPA9,11339.313,Healthy 8
321,IFITM2,46264.938,Healthy 8
322,CAPRIN1,6038.6875,Healthy 8
323,DYNC1H1,11035.939,Healthy 8
324,MORF4L1,23989.357,Healthy 8
325,SYTL3,12754.867,Healthy 8
326,NNT,1558.6791,Healthy 8
327,RPRD2,4161.6685,Healthy 8
328,STAT1,4826.9736,Healthy 8
329,SAMHD1,9025.991,Healthy 8
330,PKN1,5759.431,Healthy 8
331,MYCBP2,9401.011,Healthy 8
332,ACTB,495330.8,Healthy 8
333,COTL1,50276.113,Healthy 8
334,FAM198B,179.77576,Healthy 8
335,BTN3A2,7740.777,Healthy 8
336,KIAA0232,2998.6301,Healthy 8
337,TPRKB,4499.961,Healthy 8
338,XAF1,3005.2698,Healthy 8
339,ST3GAL1,7420.074,Healthy 8
340,RCSD1,11579.758,Healthy 8
341,TXNIP,64694.99,Healthy 8
342,RASSF2,4873.192,Healthy 8
343,RPS18,713565.0,Healthy 8
344,RPL35,217083.22,Healthy 8
345,SYK,4644.439,Healthy 8
346,FNBP1,13348.817,Healthy 8
347,ABR,2301.2507,Healthy 8
348,UBE2K,4955.0684,Healthy 8
349,FCGR2A,1548.6993,Healthy 8
350,AXIN1,1444.0557,Healthy 8
351,CHD3,5592.0195,Healthy 8
352,OAS3,438.46335,Healthy 8
353,CAPZA2,9010.762,Healthy 8
354,MT-ATP8,8606.726,Healthy 8
355,ARHGDIB,94867.56,Healthy 8
356,SYNCRIP,8603.07,Healthy 8
357,PHIP,10027.879,Healthy 8
358,SRRM1,23300.8,Healthy 8
359,WAS,13939.388,Healthy 8
360,UQCRB,63262.332,Healthy 8
361,USP7,2750.4058,Healthy 8
362,LAMP2,2236.8787,Healthy 8
363,SHISA5,12816.292,Healthy 8
364,TMPO,5615.8115,Healthy 8
365,WDFY4,808.6372,Healthy 8
366,PSMD6,8190.452,Healthy 8
367,PABPC1,278635.03,Healthy 8
368,COMMD8,3227.9028,Healthy 8
369,ASPM,9.778141,Healthy 8
370,LST1,10670.5625,Healthy 8
371,CSDE1,26502.7,Healthy 8
372,FCGR1A,490.988,Healthy 8
373,KIF22,5438.279,Healthy 8
374,CKAP2,2256.2822,Healthy 8
375,TADA2B,796.42163,Healthy 8
376,NFKBIA,60178.7,Healthy 8
377,CEP350,6384.857,Healthy 8
378,GTF3C5,3069.4534,Healthy 8
379,RBM8A,20348.906,Healthy 8
380,SET,14413.064,Healthy 8
381,NCF2,6229.0293,Healthy 8
382,ITGAM,1688.1675,Healthy 8
383,TXLNA,1844.5067,Healthy 8
384,DIAPH1,8378.209,Healthy 8
385,PAG1,4584.128,Healthy 8
386,CST3,37263.098,Healthy 8
387,RPS5,374562.3,Healthy 8
388,IFI27,96.92818,Healthy 8
389,YWHAZ,63327.14,Healthy 8
390,MOB1A,10563.269,Healthy 8
391,IFITM3,25523.377,Healthy 8
392,LTBP4,2324.5833,Healthy 8
393,LACTB,2011.3761,Healthy 8
394,AP2B1,3015.6697,Healthy 8
395,HCK,2827.7024,Healthy 8
396,LRP1,1956.5907,Healthy 8
397,LSP1,47269.38,Healthy 8
398,MAST4,1878.1874,Healthy 8
399,CYBB,3417.579,Healthy 8
400,MALAT1,1512115.2,Healthy 8
401,ELMO1,3639.2195,Healthy 8
402,MT-ATP6,134702.75,Healthy 8
403,MYH9,43159.527,Healthy 8
404,VPS41,1577.1771,Healthy 8
405,ATP2B4,3975.6772,Healthy 8
406,PTPRE,6732.053,Healthy 8
407,ACTR1B,6177.1543,Healthy 8
408,H3F3B,128370.98,Healthy 8
409,GCC2,17739.205,Healthy 8
410,OAZ1,101951.14,Healthy 8
411,PIK3AP1,2138.7644,Healthy 8
412,NUCKS1,20465.64,Healthy 8
413,HPSE,991.725,Healthy 8
414,CD44,47670.99,Healthy 8
415,SARS,9716.263,Healthy 8
416,CD244,1612.009,Healthy 8
417,TSPAN31,1622.9419,Healthy 8
418,HLA-DRA,81406.734,Healthy 8
419,MBD2,2430.8284,Healthy 8
420,RAB33B,1381.581,Healthy 8
421,TNRC6B,11148.777,Healthy 8
422,CTSZ,2327.7441,Healthy 8
423,ITGAL,5596.3506,Healthy 8
424,YPEL5,14217.605,Healthy 8
425,HNRNPA1,122275.734,Healthy 8
426,CCDC88C,4370.1626,Healthy 8
427,ZMYND11,2642.5825,Healthy 8
428,MVP,6242.5957,Healthy 8
429,EXD3,632.8334,Healthy 8
430,RPL3,475147.03,Healthy 8
431,NELFE,7374.9053,Healthy 8
432,RSL1D1,20701.504,Healthy 8
433,TMX1,4328.268,Healthy 8
434,HNRNPU,24144.004,Healthy 8
435,ACOT9,2761.7961,Healthy 8
436,MYL12A,59378.75,Healthy 8
437,OAS1,1662.6659,Healthy 8
438,HDAC8,1473.8809,Healthy 8
439,TRAK2,2029.7784,Healthy 8
440,VRK2,2267.3745,Healthy 8
441,ATXN2L,4646.36,Healthy 8
442,CYB561D2,3905.4475,Healthy 8
443,TAPBP,17361.746,Healthy 8
444,WBP1L,2806.9443,Healthy 8
445,CENPJ,431.80447,Healthy 8
446,HNRNPC,24250.752,Healthy 8
447,CD2,18940.656,Healthy 8
448,CHCHD1,2994.539,Healthy 8
449,TSTA3,3345.2556,Healthy 8
450,EIF3C,528.2817,Healthy 8
451,LBH,28442.203,Healthy 8
452,MEGF8,154.76192,Healthy 8
453,SMCO4,1050.1305,Healthy 8
454,MAP3K2,6852.659,Healthy 8
455,MARCKS,2805.6777,Healthy 8
456,PDCD11,1482.2915,Healthy 8
457,RPA2,10402.36,Healthy 8
458,BID,9629.602,Healthy 8
459,STX10,3642.31,Healthy 8
460,IFIT3,537.38855,Healthy 8
461,DHX9,5606.8643,Healthy 8
462,ATP6V0B,21205.95,Healthy 8
463,OGT,6089.6636,Healthy 8
464,BUD31,9336.592,Healthy 8
465,ZBED6CL,61.986954,Healthy 8
466,WDR70,1328.5211,Healthy 8
467,ABCA7,825.9249,Healthy 8
468,SPN,9173.308,Healthy 8
469,CANT1,2465.4102,Healthy 8
470,SPINK2,228.138,Healthy 8
471,PRDX5,20139.656,Healthy 8
472,CDV3,5433.922,Healthy 8
473,IGHG2,824.6347,Healthy 8
474,IK,12709.617,Healthy 8
475,PI4KB,4512.046,Healthy 8
476,SORL1,11063.108,Healthy 8
477,IGLV1-47,1634.381,Healthy 8
478,CD2BP2,5584.833,Healthy 8
