,Genename,Counts,Sample
249,KLF3,31326.775,Moderate 2
250,CTSS,32009.855,Moderate 2
251,LYZ,70014.68,Moderate 2
252,IFI44L,983.89026,Moderate 2
253,HNRNPUL1,23782.639,Moderate 2
254,GNAS,16750.617,Moderate 2
255,SNED1,798.918,Moderate 2
256,IQGAP1,11869.095,Moderate 2
257,HMGXB3,3433.3555,Moderate 2
258,KDM5C,3342.4734,Moderate 2
259,RNF213,13865.679,Moderate 2
260,RPS13,642015.3,Moderate 2
261,TMCO1,5993.674,Moderate 2
262,ELL2,6720.2295,Moderate 2
263,RPLP1,1170060.1,Moderate 2
264,RPL32,935557.7,Moderate 2
265,RAB1B,9309.043,Moderate 2
266,PKM,24120.12,Moderate 2
267,IGHA1,2189.0884,Moderate 2
268,NDUFB8,1086.7747,Moderate 2
269,COPB2,6157.399,Moderate 2
270,ARAF,4608.4277,Moderate 2
271,COLEC11,3.4632893,Moderate 2
272,IGHV1-24,758.10223,Moderate 2
273,B2M,1081379.9,Moderate 2
274,SPCS3,7329.001,Moderate 2
275,SNRNP70,9020.378,Moderate 2
276,RPS2,409682.12,Moderate 2
277,HSP90B1,22528.8,Moderate 2
278,ANKRD17,4547.4946,Moderate 2
279,GDE1,2733.9458,Moderate 2
280,NCOR1,14323.817,Moderate 2
281,RAB31,6885.358,Moderate 2
282,PSMC2,4120.325,Moderate 2
283,RPS6,494250.38,Moderate 2
284,CLUH,637.3306,Moderate 2
285,CCND2,9945.782,Moderate 2
286,RPL14,454604.38,Moderate 2
287,RPS27L,10430.978,Moderate 2
288,GAPDH,189641.4,Moderate 2
289,RPS20,69060.13,Moderate 2
290,SEPT8,94.51631,Moderate 2
291,ZNF622,3848.9822,Moderate 2
292,CNR2,174.245,Moderate 2
293,SREBF2,2713.5818,Moderate 2
294,SEC24C,2717.1672,Moderate 2
295,CSTA,8505.776,Moderate 2
296,RPL38,75305.586,Moderate 2
297,TLN1,12647.12,Moderate 2
298,MRPL22,3590.9324,Moderate 2
299,MOV10,1093.9128,Moderate 2
300,ATF4,6547.9146,Moderate 2
301,ATAD2,824.6522,Moderate 2
302,RPL10A,258266.28,Moderate 2
303,ESRRA,754.67334,Moderate 2
304,TGM2,984.9149,Moderate 2
305,SNX27,2628.1533,Moderate 2
306,TMEM30A,3631.6501,Moderate 2
307,SIL1,1284.7496,Moderate 2
308,PLXDC2,3438.2031,Moderate 2
309,WDR55,2347.3853,Moderate 2
310,MT-ND2,100153.06,Moderate 2
311,EIF3A,16206.109,Moderate 2
312,MFSD10,5133.029,Moderate 2
313,HEATR3,891.0259,Moderate 2
314,HDAC4,1090.9862,Moderate 2
315,APOL6,3409.098,Moderate 2
316,COPA,8096.7188,Moderate 2
317,PGGT1B,1679.1106,Moderate 2
318,SMARCC2,6211.601,Moderate 2
319,HSPA5,28510.424,Moderate 2
320,HSPA9,14576.993,Moderate 2
321,IFITM2,48321.816,Moderate 2
322,CAPRIN1,5345.2915,Moderate 2
323,DYNC1H1,11873.495,Moderate 2
324,MORF4L1,23956.285,Moderate 2
325,SYTL3,21761.55,Moderate 2
326,NNT,1579.6215,Moderate 2
327,RPRD2,3283.6187,Moderate 2
328,STAT1,5857.0884,Moderate 2
329,SAMHD1,13726.309,Moderate 2
330,PKN1,4559.807,Moderate 2
331,MYCBP2,11491.963,Moderate 2
332,ACTB,493386.03,Moderate 2
333,COTL1,72111.0,Moderate 2
334,FAM198B,224.70975,Moderate 2
335,BTN3A2,7502.7188,Moderate 2
336,KIAA0232,3022.565,Moderate 2
337,TPRKB,4242.1865,Moderate 2
338,XAF1,2202.718,Moderate 2
339,ST3GAL1,10489.039,Moderate 2
340,RCSD1,10920.994,Moderate 2
341,TXNIP,21606.904,Moderate 2
342,RASSF2,6767.32,Moderate 2
343,RPS18,669220.25,Moderate 2
344,RPL35,174381.53,Moderate 2
345,SYK,4065.5403,Moderate 2
346,FNBP1,17759.738,Moderate 2
347,ABR,1845.216,Moderate 2
348,UBE2K,5164.103,Moderate 2
349,FCGR2A,2194.1006,Moderate 2
350,AXIN1,1440.37,Moderate 2
351,CHD3,7753.72,Moderate 2
352,OAS3,537.5904,Moderate 2
353,CAPZA2,8732.786,Moderate 2
354,MT-ATP8,18042.992,Moderate 2
355,ARHGDIB,134132.75,Moderate 2
356,SYNCRIP,8974.687,Moderate 2
357,PHIP,10001.283,Moderate 2
358,SRRM1,27393.814,Moderate 2
359,WAS,13460.068,Moderate 2
360,UQCRB,54579.453,Moderate 2
361,USP7,2337.0198,Moderate 2
362,LAMP2,2119.989,Moderate 2
363,SHISA5,10587.763,Moderate 2
364,TMPO,5563.593,Moderate 2
365,WDFY4,957.53503,Moderate 2
366,PSMD6,8179.6675,Moderate 2
367,PABPC1,291276.66,Moderate 2
368,COMMD8,2177.933,Moderate 2
369,ASPM,23.8015,Moderate 2
370,LST1,28458.057,Moderate 2
371,CSDE1,24945.912,Moderate 2
372,FCGR1A,712.4688,Moderate 2
373,KIF22,3885.3916,Moderate 2
374,CKAP2,3115.5408,Moderate 2
375,TADA2B,578.7729,Moderate 2
376,NFKBIA,111276.7,Moderate 2
377,CEP350,7021.132,Moderate 2
378,GTF3C5,2991.5068,Moderate 2
379,RBM8A,19975.88,Moderate 2
380,SET,14168.315,Moderate 2
381,NCF2,8008.32,Moderate 2
382,ITGAM,2386.8955,Moderate 2
383,TXLNA,1353.3911,Moderate 2
384,DIAPH1,8748.957,Moderate 2
385,PAG1,5554.2,Moderate 2
386,CST3,69687.68,Moderate 2
387,RPS5,349906.75,Moderate 2
388,IFI27,85.97283,Moderate 2
389,YWHAZ,73734.664,Moderate 2
390,MOB1A,10721.829,Moderate 2
391,IFITM3,41378.21,Moderate 2
392,LTBP4,1617.7134,Moderate 2
393,LACTB,2811.5488,Moderate 2
394,AP2B1,2485.3433,Moderate 2
395,HCK,4356.2983,Moderate 2
396,LRP1,2687.7751,Moderate 2
397,LSP1,54070.586,Moderate 2
398,MAST4,1437.2462,Moderate 2
399,CYBB,6563.229,Moderate 2
400,MALAT1,2133143.8,Moderate 2
401,ELMO1,4822.4155,Moderate 2
402,MT-ATP6,300220.22,Moderate 2
403,MYH9,34529.906,Moderate 2
404,VPS41,1815.9929,Moderate 2
405,ATP2B4,2366.6782,Moderate 2
406,PTPRE,8510.338,Moderate 2
407,ACTR1B,4257.5527,Moderate 2
408,H3F3B,141228.23,Moderate 2
409,GCC2,23723.148,Moderate 2
410,OAZ1,118245.5,Moderate 2
411,PIK3AP1,2620.1226,Moderate 2
412,NUCKS1,14047.347,Moderate 2
413,HPSE,2189.0952,Moderate 2
414,CD44,39886.305,Moderate 2
415,SARS,7817.1636,Moderate 2
416,CD244,555.4134,Moderate 2
417,TSPAN31,1313.6459,Moderate 2
418,HLA-DRA,115903.27,Moderate 2
419,MBD2,1763.394,Moderate 2
420,RAB33B,1436.8877,Moderate 2
421,TNRC6B,10537.745,Moderate 2
422,CTSZ,3194.131,Moderate 2
423,ITGAL,4425.842,Moderate 2
424,YPEL5,29206.797,Moderate 2
425,HNRNPA1,103577.555,Moderate 2
426,CCDC88C,4292.2866,Moderate 2
427,ZMYND11,2443.6165,Moderate 2
428,MVP,5632.19,Moderate 2
429,EXD3,398.58484,Moderate 2
430,RPL3,432398.97,Moderate 2
431,NELFE,5610.233,Moderate 2
432,RSL1D1,22039.432,Moderate 2
433,TMX1,4271.5537,Moderate 2
434,HNRNPU,27246.4,Moderate 2
435,ACOT9,3717.797,Moderate 2
436,MYL12A,53697.883,Moderate 2
437,OAS1,1662.0695,Moderate 2
438,HDAC8,1399.2417,Moderate 2
439,TRAK2,1712.6536,Moderate 2
440,VRK2,3231.1257,Moderate 2
441,ATXN2L,4240.712,Moderate 2
442,CYB561D2,4122.27,Moderate 2
443,TAPBP,16521.918,Moderate 2
444,WBP1L,2434.7903,Moderate 2
445,CENPJ,383.1793,Moderate 2
446,HNRNPC,23731.957,Moderate 2
447,CD2,13396.733,Moderate 2
448,CHCHD1,2859.3135,Moderate 2
449,TSTA3,2524.335,Moderate 2
450,EIF3C,574.6356,Moderate 2
451,LBH,27587.861,Moderate 2
452,MEGF8,151.90794,Moderate 2
453,SMCO4,805.0138,Moderate 2
454,MAP3K2,5651.959,Moderate 2
455,MARCKS,3404.1902,Moderate 2
456,PDCD11,868.49695,Moderate 2
457,RPA2,7512.264,Moderate 2
458,BID,7385.505,Moderate 2
459,STX10,4945.9766,Moderate 2
460,IFIT3,399.12747,Moderate 2
461,DHX9,5812.9165,Moderate 2
462,ATP6V0B,18065.535,Moderate 2
463,OGT,7095.2554,Moderate 2
464,BUD31,8411.371,Moderate 2
465,ZBED6CL,38.356365,Moderate 2
466,WDR70,1334.2311,Moderate 2
467,ABCA7,959.8142,Moderate 2
468,SPN,11342.856,Moderate 2
469,CANT1,2035.2539,Moderate 2
470,SPINK2,434.20166,Moderate 2
471,PRDX5,13143.316,Moderate 2
472,CDV3,6057.424,Moderate 2
473,IGHG2,565.80005,Moderate 2
474,IK,11744.657,Moderate 2
475,PI4KB,3221.6562,Moderate 2
476,SORL1,10411.627,Moderate 2
477,IGLV1-47,1183.9939,Moderate 2
478,CD2BP2,5059.3687,Moderate 2
479,SELL,36849.215,Moderate 2
480,RORA,7267.3604,Moderate 2
481,SP100,14198.434,Moderate 2
482,MBNL1,22167.475,Moderate 2
483,UHRF2,3032.3174,Moderate 2
484,KDM5B,3619.2375,Moderate 2
485,PDCD6IP,8875.513,Moderate 2
486,UROD,2450.1318,Moderate 2
487,EFTUD2,3672.413,Moderate 2
488,TNRC6A,2692.2744,Moderate 2
489,TPM3,45723.09,Moderate 2
490,HMGB1,65274.04,Moderate 2
491,ZNF263,1820.026,Moderate 2
492,GGA2,5890.235,Moderate 2
493,HUWE1,4473.9346,Moderate 2
494,ERP44,5969.1553,Moderate 2
495,CD14,9797.941,Moderate 2
496,GPR180,642.75964,Moderate 2
497,FAM129A,3067.2063,Moderate 2
498,PSMD2,9828.197,Moderate 2
499,IGFBP4,3013.5208,Moderate 2
500,PCGF5,7364.834,Moderate 2
501,TGOLN2,11131.668,Moderate 2
502,RPL31,114959.65,Moderate 2
503,IPO7,4070.1697,Moderate 2
504,AKT1,781.15344,Moderate 2
505,MCM6,5660.84,Moderate 2
506,DPAGT1,775.393,Moderate 2
507,C22orf46,713.621,Moderate 2
508,CD47,15570.078,Moderate 2
509,TTC30A,293.2587,Moderate 2
510,FBL,19148.348,Moderate 2
511,POLR1D,13569.46,Moderate 2
512,RSBN1,7967.92,Moderate 2
513,SOD2,13449.564,Moderate 2
514,FCGR3B,236.93442,Moderate 2
515,ZNF23,329.39896,Moderate 2
516,IQCH-AS1,114.72677,Moderate 2
517,UBR5,5249.3706,Moderate 2
518,SLTM,10591.888,Moderate 2
519,PLEKHG1,2859.1523,Moderate 2
520,RBM10,3105.9697,Moderate 2
521,CLEC12A,2149.703,Moderate 2
522,HCG18,4492.554,Moderate 2
523,EBAG9,2697.1978,Moderate 2
524,MARCH5,3663.66,Moderate 2
525,THYN1,5038.8784,Moderate 2
526,KCTD21,529.89404,Moderate 2
527,MPI,1870.5803,Moderate 2
528,C12orf29,1569.7758,Moderate 2
529,CUL9,686.2369,Moderate 2
530,PDZD2,22.639446,Moderate 2
531,COL2A1,0.0,Moderate 2
532,PLEKHG3,345.6852,Moderate 2
533,MATN1,61.497723,Moderate 2
534,MINOS1,4529.781,Moderate 2
535,P4HTM,1660.8135,Moderate 2
536,SPDL1,380.59518,Moderate 2
537,ATF2,2452.1426,Moderate 2
538,SH3BP2,3324.943,Moderate 2
539,SS18L2,8183.2886,Moderate 2
540,AFTPH,4552.0723,Moderate 2
541,G3BP2,14564.912,Moderate 2
542,RASGRP2,16483.453,Moderate 2
543,CD63,8225.022,Moderate 2
544,PRKCH,13708.624,Moderate 2
545,MTRNR2L12,178615.97,Moderate 2
546,MAPKAPK3,4091.17,Moderate 2
547,SOBP,32.253506,Moderate 2
548,PLCE1,45.95533,Moderate 2
549,ANKRD11,12934.855,Moderate 2
550,RTN4,11484.212,Moderate 2
551,IGLC3,534.9767,Moderate 2
552,HDAC9,384.68005,Moderate 2
553,PPP1CB,16516.129,Moderate 2
554,FAM49B,12428.182,Moderate 2
555,STARD4,1586.897,Moderate 2
556,GAK,3500.7673,Moderate 2
557,PREB,3701.2017,Moderate 2
558,CAP1,13799.668,Moderate 2
559,RNASE2,328.849,Moderate 2
560,SUPT6H,6457.151,Moderate 2
561,SEC62,21848.873,Moderate 2
562,TMSB10,361641.4,Moderate 2
563,XBP1,8946.619,Moderate 2
564,PRKD3,2363.1094,Moderate 2
565,SSNA1,10251.622,Moderate 2
566,CPEB1,9.11445,Moderate 2
567,LAMTOR2,4704.6514,Moderate 2
568,SRSF9,8208.784,Moderate 2
569,PHAX,4545.0293,Moderate 2
570,TBL1XR1,1932.4885,Moderate 2
571,P4HA2,25.121634,Moderate 2
572,PLCL1,684.906,Moderate 2
573,RPS15,518541.62,Moderate 2
574,UQCR11,24697.342,Moderate 2
575,TUBA1A,29471.074,Moderate 2
576,ATF7IP,6084.338,Moderate 2
577,PSMB7,6113.735,Moderate 2
578,GNAQ,1298.333,Moderate 2
579,EIF3G,36516.008,Moderate 2
580,MRPS33,4095.5032,Moderate 2
581,SYNE3,1556.0259,Moderate 2
582,RGPD5,69.315384,Moderate 2
583,SYNE2,9132.831,Moderate 2
584,ZNF217,4817.551,Moderate 2
585,UNC50,2199.5046,Moderate 2
586,EZR,70022.0,Moderate 2
587,TAF1,2030.7068,Moderate 2
588,STARD9,112.35846,Moderate 2
589,PSMD4,9825.005,Moderate 2
590,NBR1,4123.0015,Moderate 2
591,DPEP2,3551.4744,Moderate 2
592,ISCU,18232.404,Moderate 2
593,DAZAP2,52448.496,Moderate 2
594,PRKX,9559.005,Moderate 2
595,CELF2,12696.205,Moderate 2
596,CHST2,1213.9719,Moderate 2
597,BMS1,3412.4014,Moderate 2
598,CNDP2,3480.5217,Moderate 2
599,AMZ2,3711.324,Moderate 2
600,ZFP36L2,143159.03,Moderate 2
601,CTDSPL2,1927.421,Moderate 2
602,EML6,76.913124,Moderate 2
603,LSM7,21556.043,Moderate 2
604,PRMT2,28174.5,Moderate 2
605,BROX,2187.75,Moderate 2
606,TRIP6,335.75937,Moderate 2
607,MRPL27,3390.1953,Moderate 2
608,GIMAP2,3307.6448,Moderate 2
609,ARIH2OS,623.3136,Moderate 2
610,TUBB,20943.98,Moderate 2
611,CAPG,6348.7886,Moderate 2
612,PLEKHA2,10991.0,Moderate 2
613,UGGT1,1280.7466,Moderate 2
614,ADRM1,10675.608,Moderate 2
615,CASP1,3586.1584,Moderate 2
616,ITGAX,5720.697,Moderate 2
617,MYBL1,643.6127,Moderate 2
618,UGCG,1512.3337,Moderate 2
619,CALR,26827.797,Moderate 2
620,MCMBP,2394.8726,Moderate 2
621,MT-ND6,21635.469,Moderate 2
622,RPL13,947507.2,Moderate 2
623,CNBP,43150.387,Moderate 2
624,PPP2R5A,2370.7751,Moderate 2
625,PRKDC,4383.8623,Moderate 2
626,UBE2L3,10624.63,Moderate 2
627,MT-ND5,81432.15,Moderate 2
628,UBR4,5832.786,Moderate 2
629,DHRS7,9284.653,Moderate 2
630,CDC5L,5968.5825,Moderate 2
631,EIF4EBP2,4045.2832,Moderate 2
632,RTN3,6012.5015,Moderate 2
633,IL17RA,6310.4805,Moderate 2
634,FOS,253716.27,Moderate 2
635,CDK19,595.522,Moderate 2
636,ANP32E,5050.0327,Moderate 2
637,PRKCB,5796.627,Moderate 2
638,GLUD1,7495.8525,Moderate 2
639,ZNF296,480.33472,Moderate 2
640,PRKAR1A,12811.244,Moderate 2
641,CAT,3988.807,Moderate 2
642,SHMT1,448.2872,Moderate 2
643,PPARA,432.43268,Moderate 2
644,CERS5,1726.5315,Moderate 2
645,DNAJA2,11126.848,Moderate 2
646,AIF1,35211.668,Moderate 2
647,HSD17B4,910.5405,Moderate 2
648,TNFRSF1B,32029.188,Moderate 2
649,KPNB1,13098.595,Moderate 2
650,DGKZ,4024.3738,Moderate 2
651,RALBP1,4458.8496,Moderate 2
652,PPP1R7,7145.087,Moderate 2
653,PCF11,4795.6733,Moderate 2
654,NFE2,621.1917,Moderate 2
655,TMEM50A,22008.094,Moderate 2
656,LIMS1,12034.285,Moderate 2
657,CYB5R3,10581.427,Moderate 2
658,SERINC1,13548.63,Moderate 2
659,RNF6,2519.7002,Moderate 2
660,SUGT1,4831.046,Moderate 2
661,STAT2,2123.4907,Moderate 2
662,ARPC2,68896.484,Moderate 2
663,WDR5,1850.3997,Moderate 2
664,PSMB9,16657.11,Moderate 2
665,LBR,11103.609,Moderate 2
666,MORF4L2,4231.124,Moderate 2
667,FUS,36585.344,Moderate 2
668,ALAS1,1529.0043,Moderate 2
669,ZNF140,1311.87,Moderate 2
670,ZBED6,1389.6283,Moderate 2
671,VPS33B,99.435486,Moderate 2
672,SULF2,1879.7333,Moderate 2
673,RNPEPL1,4413.5513,Moderate 2
674,ARID4B,22832.781,Moderate 2
675,ELP2,4812.749,Moderate 2
676,MCFD2,3242.3508,Moderate 2
677,PI4KA,1902.138,Moderate 2
678,RFK,1378.9862,Moderate 2
679,RBM48,3106.7983,Moderate 2
680,PERP,1272.4482,Moderate 2
681,EGR1,5975.0957,Moderate 2
682,CCNDBP1,10713.288,Moderate 2
683,COPE,11066.907,Moderate 2
684,PUS7L,1997.501,Moderate 2
685,DDA1,4006.6677,Moderate 2
686,RPS6KB1,3380.708,Moderate 2
687,MRPL28,3674.254,Moderate 2
688,ZRANB2,5705.778,Moderate 2
689,WARS,7648.916,Moderate 2
690,RBCK1,5642.8643,Moderate 2
691,FAM91A1,1819.5656,Moderate 2
692,CLTC,5685.584,Moderate 2
693,FRYL,4590.9927,Moderate 2
