"","Gene.name","logFC","logCPM","PValue"
"193","TM6SF1",1.51034614296086,3.40430840404201,8.14085164042116e-06
"194","TMC7",-3.56878190643346,-1.16164742496489,0.0105508438225608
"195","LINC00937",1.64930015424497,3.60657148463102,0.000111093559729907
"196","ETS1",-1.45851383380511,8.63955968829186,0.00105880085108608
"197","ANO6",1.0688280193203,5.74391209884346,1.59230280929139e-06
"198","DYRK2",-1.61765172500806,5.86314214148638,0.000232013949941518
"199","IGHV4-59",1.96407778510953,3.84497461269367,0.00351643735889946
"200","TK1",1.21727592431682,0.299601002902398,0.00149304369778137
"201","C4orf3",1.21996992319993,8.06000666372266,5.89903158371847e-08
"202","MRPL23",1.12542067705192,5.79400933893178,0.000294702952969162
"203","NDUFB1",1.5687525497895,7.03729199072048,0.000132045455097808
"204","TXNDC17",1.15648272972081,5.82472736596408,8.87579452458507e-05
"205","S100A12",3.10448341380633,8.73721909337464,4.25972455919337e-09
"206","CLIC1",1.3178122459252,9.06287891456107,0.00497430622891574
"207","MYLK",2.54159995240264,4.71616684251624,3.99160607975847e-06
"208","NAALADL2",-3.05004321484891,-0.762872266022328,5.50766495882459e-06
"209","HBD",2.69936454783275,1.72154032277409,0.000341270317940848
"210","TMEM219",1.20967608717775,7.15333288643408,0.000176074828973465
"211","GSN",1.61564029909281,5.33782053187908,1.84005667793124e-09
"212","PDE2A",1.63202851566514,0.927518237055699,0.00069977274828034
"213","ITM2B",1.53596254144806,10.1223109302142,6.25020089971899e-07
"214","RAB27B",1.6299696672636,4.96758449410079,0.000217108233309234
"215","SPARC",3.27506026849572,7.45243460898196,1.32645804145295e-06
"216","EGLN3",2.04432484234933,2.47769546800544,3.53167397324155e-06
"217","NT5M",1.91244454974722,2.19053281122265,1.61511185959788e-05
"218","FBXL5",1.10647145759715,6.62809192521908,1.0330124845898e-07
"219","TPM2",-1.82019552755761,2.81561582023108,0.000294163200128635
"220","ZBED4",-1.15941317820142,4.20900285131546,0.00671583817987671
"221","TPM1",1.72861575098676,4.94760624017944,7.01916307097963e-06
"222","IGHV3-66",2.58041972435233,1.57435763448022,0.000931816265953584
"223","DNHD1",-1.12506944042127,3.09284055358507,0.00737644889264565
"224","TRAPPC1",1.09589069065943,7.47327468736773,0.00460185596794208
"225","IGLV2-11",2.9324101089788,4.81089130101228,4.87286313136316e-05
"226","BST1",2.18541587164527,4.6843314956587,1.74362813877653e-07
"227","GNB4",1.35010809789024,4.13087184217453,1.43820946791231e-08
"228","IRF7",2.58200320931218,7.03820385992258,8.01804133264925e-13
"229","S100A6",2.02879223426375,11.104751258227,3.12661801227619e-06
"230","IGHV1-2",2.3518361382302,4.7187646807005,0.000362087778891462
"231","CASC15",-1.43535303393554,1.22110281588658,0.00734687736433783
"232","BRD1",-1.19694867073893,4.82514248373312,0.000433815252036198
"233","RETN",1.87449710001424,4.03168939931657,0.000483239574764926
"234","TMPRSS4",-4.33172687482263,-0.796056453730754,0.000722423043082038
"235","NCALD",-1.4839533357595,5.11557482082064,0.000878573741067718
"236","RNF24",1.94638147026827,5.48359891888647,4.42995236162745e-14
"237","CCR3",2.81735157422737,0.630049897484151,1.29907165505393e-05
"238","IGKV3D-11",1.91990794694595,1.03363584196758,0.00236776876809537
"239","STEAP4",3.70876289519229,4.25569175473651,3.56177598167312e-08
"240","ITGB3",2.282408398489,4.53069247961894,0.00157129104757727
"241","GMPR",3.15616603249335,5.10439763197344,1.90685420367451e-06
"242","DOCK9",-1.34991729299766,4.5643237435855,0.00124910911979714
"243","SLC19A1",1.68816020294785,3.22401070678404,6.509117345719e-08
"244","SLC22A16",1.93277730383616,-0.297914370167457,0.000808171265233499
"245","KLHL35",1.77496690048783,0.982538896871541,0.000119591357271424
"246","IFI6",3.53210966654069,7.67849254108008,3.49910930814017e-16
"247","HERC6",1.26709940403404,4.41427861899491,7.19304446912684e-05
"248","LYN",1.01163824032091,7.68656580238129,1.53508045563397e-06
"249","LRRC25",1.47827555820908,5.36406039686294,4.34046396527989e-05
"250","CD302",1.85451157006944,4.78397491481151,2.66532738848576e-05
"251","ABCA1",1.00789410455998,4.32700987573758,0.00904947803338871
"252","F13A1",2.71338656133346,6.78490581619485,1.14624047491206e-06
"253","MARCH1",1.16851395286549,5.60723738035845,0.000677423544520424
"254","NPL",1.97945318060189,4.05578246147491,1.42816945278494e-11
"255","NAMPT",2.69649238459182,7.96642254451332,1.45659749310374e-09
"256","TSPO",1.46831722867417,8.53851798493045,1.11310652317754e-06
"257","ACTN1",1.29429786667787,7.22236637125172,8.79789783023618e-08
"258","DVL1",-1.07375944088778,2.82720730980106,0.00408983962626628
"259","CEACAM3",4.4746223898214,3.82876266054545,1.74044382008045e-13
"260","PRR5",-1.02280889673336,3.92947637242907,0.00621314092489782
"261","DUOX2",-3.71252869235094,-0.849243351444898,0.00587499622929453
"262","MDN1",-1.10210068436098,5.97735454183197,0.00755692803491241
"263","CABP5",2.01668858794901,2.24079525189028,0.00950573655866806
"264","URI1",-1.02881163868064,5.70174995504686,0.000436965326132038
"265","SPINT2",1.22983454245521,6.08779225687314,0.000158175076261913
"266","SERPINA1",2.08108719534586,7.9943061340748,5.5537823524491e-07
"267","IFI16",1.01721830034008,7.6371085567319,4.54703794867499e-06
"268","CYB5D1",-1.18461561931276,1.88904918996526,0.000672589347622537
"269","GLI3",-2.53245640245225,-0.255006852587819,0.00331491247460953
