,Gene name,Moderate 0,Moderate 1,Moderate 2,Moderate 3,Moderate 4,Moderate 5,Moderate 8,Moderate 11,Moderate 13,Moderate 14,Severe 0,Severe 1,Severe 2,Severe 3,Severe 4,Severe 5,Severe 6,Severe 8,Severe 9,Severe 10,Severe 11,Severe 13
68,PMPCB,10032.095,6851.0273,7911.4634,1765.8605,2739.8564,1650.7716,1427.9404,1177.0571,1539.0322,2183.4375,1072.9999,4724.035,6440.3867,2064.296,1608.9142,2684.2249,4053.1562,986.1107,2462.6497,4466.5864,5303.1475,1223.0819
69,ACTG1,225315.8,152761.19,175311.53,55368.8,60830.8,42008.934,38997.16,37184.312,46242.4,51905.617,67132.17,136529.08,210449.61,91999.09,77030.23,119699.03,90695.79,14174.003,30175.863,96708.52,76139.61,30172.67
70,ARFGEF1,2902.9524,1512.6125,3198.9375,730.92645,863.57825,602.06433,618.35486,806.23505,698.3291,6021.507,543.11646,1646.8075,2026.0717,949.418,792.04816,3535.557,9834.14,2343.3384,5620.933,8764.676,11902.666,2800.0984
71,BBX,11446.508,8319.084,7528.674,2226.4434,5044.272,1915.837,2262.6665,1661.2362,2833.7793,5740.021,2306.2878,4977.4106,8672.945,3470.5725,2991.6636,5717.4624,14283.541,3430.5225,9525.126,11732.7295,17381.145,3443.9082
72,MRPL44,3388.0806,2322.0452,2698.8572,915.9614,1802.4509,1062.3999,919.6931,483.27933,1233.5911,908.44946,1194.7471,1792.2692,2317.9092,1026.573,892.2999,2899.2146,1968.1105,465.3057,1221.9874,1759.7487,1756.6847,467.5363
73,CD8A,17555.977,8257.074,21431.424,4360.834,8866.793,2629.7295,3050.4314,3263.353,1575.9113,10229.523,1174.7874,8529.015,13126.208,5676.5503,4282.003,6219.0073,14538.906,5512.515,11629.903,8634.108,26114.764,6409.9575
74,MRPL10,3734.284,2934.9514,3877.119,1170.285,1699.9425,865.3713,1080.3523,634.75464,956.16205,842.79877,1248.1395,3311.798,4820.4067,2124.6484,1612.2389,2042.8351,1503.502,1020.8205,2097.6467,1518.315,1846.418,519.9722
75,ZNF439,1855.8389,1324.6073,964.1235,223.71002,395.20685,132.70688,143.64557,133.98354,148.91402,267.12128,71.44918,564.48,700.50885,253.85532,235.05627,591.4341,891.7299,221.28194,303.63937,612.29626,815.91,207.04779
76,NIN,9391.646,6033.1504,5771.8135,1997.4597,3265.9314,2722.1511,2202.0024,3303.975,2868.0486,16274.768,1847.3154,4952.3945,6790.941,3620.827,4205.798,15125.985,27212.73,6641.3623,14731.636,24892.053,28862.482,8104.9287
77,FMNL3,1168.2937,602.07434,582.7075,221.2607,186.99739,92.59992,125.29555,76.49953,82.605095,1579.5106,98.41875,486.17307,736.149,244.42567,158.8253,383.69232,3032.6077,587.3995,1955.5938,2798.7139,3108.8257,531.50885
78,WAC,6641.1143,5311.2964,8066.0576,1942.8475,3946.8408,2489.5447,2115.0303,2634.7166,2725.294,11938.637,2733.2656,3868.3965,5586.396,3640.219,3502.1724,10222.544,25976.596,6065.1953,13684.8,19955.357,25714.234,6254.6855
79,CTDSP2,3028.5625,2136.6165,3706.7751,994.9178,1458.2722,1215.6562,816.9491,1317.0225,1090.2638,4872.689,1873.3442,2019.0155,3262.6802,1556.6765,1276.2833,3651.5269,8040.9507,2167.9412,4021.035,9704.52,9101.125,2147.8254
80,ATRX,21395.486,12146.497,11451.936,4003.8865,7319.4575,2683.939,3200.6516,2900.724,4444.0957,11547.174,2039.7449,9067.771,13004.5205,5452.887,4320.3037,11170.594,22549.832,4554.6216,13971.252,19122.547,29047.086,6695.9233
81,CCL22,0.0,0.0,124.0638,0.0,0.0,0.0,0.0,5.7054405,0.0,22.879354,3.310162,0.0,0.0,0.0,0.0,0.0,97.08064,183.05391,185.91248,76.428894,77.218765,50.3734
82,FGFR1OP,1049.7579,703.2429,791.1814,203.76544,410.7837,218.51044,216.85947,263.44046,210.83235,299.86618,54.089962,449.80615,734.85236,315.343,360.1865,766.8209,882.8329,708.0553,572.69354,690.8177,856.4418,126.31128
83,CMTM6,9247.027,8255.556,15099.639,4772.779,8126.358,5916.109,3971.1396,6559.554,7668.8994,7631.7744,5062.1377,7144.579,9739.8125,7429.8564,8653.338,23166.469,24895.45,3499.9329,6815.9316,18179.23,10873.559,4287.8022
84,ZNF664,1840.6702,1181.217,1276.5789,439.1527,1161.9233,361.5708,420.55252,340.79535,643.7046,2106.374,248.24751,1066.5112,1606.9713,676.6248,381.96414,1360.3113,3917.746,1072.2009,2349.7502,3644.698,4372.692,1108.5411
85,SPG21,8442.44,6615.7266,5161.148,1899.9235,3187.3513,2993.7974,2471.952,2872.2434,1008.8002,4158.8047,2479.3323,5420.184,7613.419,3915.0203,4259.405,8335.047,6459.5527,1373.1903,3708.19,7095.1035,4510.8604,1793.8993
86,PNRC2,12735.352,9228.343,12870.02,3290.218,6392.6816,2666.2493,2597.569,2107.4443,3475.3284,7090.0845,4154.3403,5259.136,9720.911,3476.9153,2857.6375,6688.0957,13037.151,2450.3958,6519.6924,10096.466,13833.5,3387.0598
87,PPP2CA,6904.3184,5395.1235,7375.091,2152.0771,2756.7537,1576.7858,1520.967,1227.0892,2177.8896,4450.909,3620.9424,4582.558,6770.7085,3035.7517,2589.0796,4781.894,7435.5366,2408.2476,4426.9775,9180.861,8274.784,2659.614
88,EIF4A3,4667.5474,3182.6719,5076.4805,1155.7013,1476.1239,1074.2487,806.52313,961.63324,1200.7703,1835.4327,2186.759,2845.8896,3748.0762,1253.6212,1006.47955,2034.0006,2636.2698,1093.0061,1953.3655,4415.2695,4019.9094,1647.3478
89,KCTD12,765.8687,1643.8368,1268.5327,744.57263,993.53564,927.32166,1112.9686,2126.0945,599.07935,12631.581,1139.2556,2373.5513,2702.393,949.65704,1104.9954,2519.7686,6088.8354,3699.261,7374.32,19565.326,7742.048,4639.6562
90,IGLV6-57,4986.587,2969.7234,604.5912,582.1194,645.87274,2.1551726,592.22015,32.051285,23.977842,23.593151,157.72357,1219.458,1195.2017,783.1536,289.77957,332.7961,384.7619,329.4357,214.64868,322.6337,108.06682,452.17297
91,ATP2A3,8494.45,6515.453,5658.6895,2911.1624,4535.0327,2381.2986,1422.3733,3344.9004,5322.9727,2897.9895,4313.602,5398.685,9884.756,4830.8906,4259.3296,9292.143,12949.514,1841.7535,4333.9834,5411.202,6016.368,1353.2935
92,AGO2,1902.5604,1498.2946,5582.59,527.9506,822.0049,758.0725,422.95752,588.4904,500.21158,1467.581,993.3013,1343.2174,1886.3293,974.8537,774.64996,3127.659,4025.61,508.94122,1411.5833,2545.9016,3417.8513,815.62854
93,GK5,1495.694,1009.0624,3548.3965,1449.1904,743.3628,359.33752,222.90091,329.42987,922.4993,1111.8566,343.4789,975.13513,1287.3385,504.19168,300.8403,1022.2747,2180.055,597.29846,1970.8625,1905.7397,2052.153,481.49118
94,ALAD,2332.0774,1360.8578,992.8969,371.9155,671.6939,290.6974,269.58316,266.1768,389.35986,2664.5662,195.11258,956.4638,1491.6598,564.4926,501.34692,732.11285,2870.856,797.3853,2180.4253,3385.3171,4067.4216,1063.1589
95,SATB1,17454.186,11381.296,18338.033,1383.1625,2945.1846,1414.0856,1435.8865,944.53705,1791.8247,5465.667,1636.1534,6708.266,7823.9287,2716.4194,1988.7211,3364.938,15330.607,2972.0088,6277.571,10216.1455,23799.484,4749.5806
96,RPS17,5999.226,5414.116,4621.9995,14021.966,16176.353,9631.745,8593.79,8547.435,8813.681,2180.9016,2133.9785,4562.9893,5937.525,2005.1759,1408.25,15588.574,11336.793,1101.6478,3038.492,6564.948,7133.721,1695.9132
97,RPL22,294233.66,216518.9,238846.12,37963.254,51974.42,35366.07,31698.064,28865.809,27304.943,14590.575,89037.42,152453.88,233282.12,74124.734,45050.49,47303.645,41827.844,5736.8228,12583.779,33323.88,44645.617,9491.001
98,SRSF6,3566.1248,2991.9429,3984.843,967.8961,2832.8694,1006.44293,1033.9204,1091.3721,1487.6162,5108.149,1189.2101,2026.6484,3467.2834,1464.6442,1283.1696,3198.9182,12608.45,3003.9963,5499.083,10962.178,11196.903,3065.2776
99,IQGAP2,4155.0923,3456.1443,5670.551,2365.8684,2654.2937,1648.6841,1373.1156,2471.6733,2139.9822,13714.176,1682.2733,4431.54,7175.519,3403.0981,3438.833,6925.954,19299.846,6458.692,15961.827,21603.678,23159.125,6637.3306
100,TEP1,1212.3167,935.63556,577.5045,345.99103,568.6659,378.1465,307.18103,404.94592,320.47552,2513.4912,169.61633,730.7106,866.3517,304.50388,385.02063,1542.0575,4343.3545,1293.0247,2440.2935,4296.0938,3072.1523,940.6496
101,CFLAR,10642.954,8804.937,7970.4355,5357.936,8627.372,7364.9683,5634.5312,10936.844,10676.42,15944.802,5302.31,10040.318,13468.018,12864.458,15756.116,42173.668,44856.094,8400.645,18789.633,26112.605,28707.629,7337.0938
102,DDX18,13881.362,9208.674,10702.586,3258.2034,6127.7593,2929.1777,2937.5176,1694.2814,3550.0774,4570.4756,1933.0522,8413.233,9824.222,3944.322,3042.8113,5091.158,9071.177,2132.3223,4435.477,7798.2397,12080.964,2697.742
103,TRAK1,1097.359,1095.8905,711.3286,315.1727,341.37442,144.32278,224.93329,331.63052,307.74414,2215.1372,385.20444,625.5922,1112.4315,360.25854,396.7547,552.87305,4418.0513,1675.5616,2647.336,5193.7974,3529.146,1124.3019
104,AHNAK2,2.663116,3.4025178,2.3696682,0.0,0.0,0.0,1.9004182,0.0,0.0,73.15267,0.0,0.0,2.4061596,0.0,0.0,0.0,339.43808,351.87952,395.56735,279.33084,255.24463,156.77165
105,GLIPR2,5033.88,5334.042,5682.161,3524.4888,5624.888,5750.556,3536.2056,6137.937,6301.453,8959.12,3449.4744,7267.9277,8363.758,7715.449,10175.712,19808.262,13296.871,3737.9915,8254.896,19561.55,9158.827,3641.128
106,MT-CO2,580412.9,611544.7,671110.56,135953.3,229218.34,244732.77,143712.22,186719.33,152564.6,52908.277,163933.12,472836.7,487143.72,212898.53,185274.11,306240.72,222105.44,34765.625,71882.16,158185.95,126294.86,38874.49
107,TFAP2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.309124,0.0,0.0,0.0,0.0,0.0,0.0,127.49174,114.318474,123.02499,235.14095,125.3456,8.052642
108,APLP2,5435.014,7634.0405,11304.893,3457.199,5512.0215,4196.402,4197.4854,5870.954,4307.34,49859.04,15616.42,8203.029,10991.153,5499.3696,6895.2124,12710.868,33829.38,19716.033,44408.867,82621.73,27031.46,15962.701
109,SLC35G3,5.600845,2.2883296,0.0,0.0,3.9431453,0.0,0.0,0.0,0.0,12.180983,0.0,5.0644417,0.0,0.0,0.0,0.0,166.02274,86.789604,155.27928,101.141266,119.62954,6.047284
110,ADAR,14349.704,8330.091,11672.36,4477.987,12001.822,9850.964,9326.148,4507.8857,11976.562,26142.26,2328.9229,8990.033,10073.542,5643.9546,5649.8696,31564.152,47664.324,17134.082,40684.383,52417.086,46957.23,11623.117
111,HLA-A,360202.88,243066.36,371587.3,115691.86,227729.02,106710.46,94724.75,84930.83,172722.78,121903.625,48483.613,197738.95,306743.62,169028.5,159695.7,305169.9,240936.28,67661.39,155839.75,176617.39,158652.27,47434.848
112,SRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.30769,0.0,0.0,0.0,0.0,0.0,0.0,18.507425,203.13629,24.29793,98.47105,33.389603,34.48228
113,SEC63,7461.1094,4910.539,5633.14,1219.6091,1783.242,1035.6757,851.58984,991.2189,1147.2059,4278.682,1360.5452,3190.2878,4561.3496,1603.0455,1229.5223,2324.5452,7589.487,2162.7288,4409.4355,7772.23,8719.249,2325.5417
114,HLA-C,408670.84,224446.9,325620.12,96782.25,185896.5,185052.28,99703.234,128895.43,229806.77,69499.84,87049.94,237573.7,407208.34,183577.95,158253.94,476536.88,214425.88,45814.766,103058.164,135023.47,132655.47,38199.9
115,DFFA,3142.926,1993.2743,2085.167,566.36816,1162.7803,461.94983,392.92783,379.24304,478.8012,1683.3202,329.26642,1576.6603,2081.2207,758.2481,438.86118,959.5786,2580.0867,990.2215,2038.418,3217.597,4100.159,1041.1682
116,TKT,20692.457,29012.24,37059.906,5077.052,8206.065,10059.297,9505.081,12540.491,5384.6777,29687.76,28690.475,23505.121,33956.367,20944.2,25036.143,34107.59,32033.617,8580.266,18823.904,45271.445,21362.975,12264.408
117,PCMT1,7224.6865,3825.46,6449.981,2620.2183,6245.856,2458.25,2585.8464,2721.163,3222.6414,4116.767,3588.4016,5867.506,6873.8223,5996.384,5975.66,7350.359,7743.234,1737.6708,3304.3896,6622.4175,5768.22,1809.325
118,AHNAK,16833.762,21512.23,23673.816,12046.502,7452.4688,8151.7607,7228.4463,9266.228,6193.3267,133886.47,4935.0537,21223.008,40918.098,12794.573,7206.29,19408.234,139006.14,46224.07,113463.73,170779.7,139257.89,47839.9
119,COL7A1,13.102015,3.4554248,97.70191,4.2826552,1.6411409,4.6904316,0.7072636,2.8765879,35.790714,21.693544,45.496906,0.0,8.854942,92.80902,150.55249,49.56032,54.389027,40.816326,92.95327,159.47899,74.188354,29.65017
120,BMPR2,723.45154,649.36615,495.01645,253.80623,425.9044,217.93216,273.36722,370.1982,282.34503,3273.6362,147.06851,540.3589,650.2182,282.092,175.76013,757.31714,4620.442,1546.8667,3293.3188,6056.1655,4454.8833,1342.4921
121,FAM107B,12037.303,6720.432,12747.946,2742.9736,3293.418,1762.0548,1900.5754,2183.6572,2176.008,9486.313,3028.0334,6349.4473,6800.7993,3266.0706,3479.8933,6573.641,17366.277,3614.3516,8671.955,15009.271,22821.29,5160.714
122,MT-CO1,961922.4,635228.2,905489.94,129094.05,155102.31,190290.33,117287.11,166105.12,128329.1,79048.72,217573.3,578590.7,742822.0,267637.25,195671.25,275145.5,229764.83,62455.152,129766.55,277160.2,170368.02,51498.1
123,SNRPD2,55241.684,40307.164,51985.008,12373.332,16620.094,8826.593,9034.803,6458.813,8637.23,8180.798,13830.448,30053.812,48493.98,16228.797,9981.568,12756.836,15921.784,4179.713,9254.148,16161.661,21882.121,5504.487
124,CORO1C,1070.8739,1350.7006,1586.7998,2139.1472,3224.733,1072.9615,1064.2715,1179.2295,2037.3276,5481.2197,1886.7688,1992.1763,3530.239,1499.9885,1136.7526,6986.5996,10094.609,2737.5103,4704.781,13444.961,5808.023,2522.2593
125,ODC1,5818.334,3957.3125,6793.113,5466.298,8216.958,3508.4531,3617.4302,1931.2098,5713.148,1297.2931,3312.9634,5099.891,14522.933,5358.226,3105.7332,16082.7,17911.576,1688.9247,2961.5508,7546.365,5294.8154,1661.3932
126,STK10,10277.3,6610.0874,8172.662,3344.4895,3840.7976,3135.4631,2688.52,4202.1235,3257.0476,15420.621,4001.0757,7035.8545,10136.479,4944.8257,4196.8296,13258.19,24976.74,7268.8867,17329.83,21254.332,26181.65,6816.973
127,LCP1,33613.016,22741.191,22622.408,16259.89,23697.293,16587.785,15189.695,17219.895,18459.28,103774.414,11931.924,28913.314,35757.965,24761.297,28074.506,68247.016,120753.99,40008.48,91730.95,171568.7,119264.33,40871.36
128,RPS16,359589.0,264579.8,300105.6,56879.312,75753.36,38828.32,38075.977,35083.254,35627.562,39506.05,62217.477,142590.6,266875.5,85059.48,49144.22,68372.305,93762.18,19429.135,41183.55,102388.69,116556.484,27234.754
129,MTRNR2L8,998.4492,969.34283,858.9464,2.2179444,2.9472442,4.144127,4.9968357,8.914479,0.0,51559.66,12815.059,267926.97,107920.1,644.52844,592.3175,53.626236,119302.61,58252.164,110407.47,273336.2,174503.6,43199.543
130,ISG15,7435.197,4905.4565,8101.5957,3431.5125,31564.307,48533.625,69462.67,1201.4978,47137.77,5076.902,1259.7308,4980.957,5108.137,2377.4126,1810.0281,36694.34,41396.8,13706.725,26959.328,24819.059,13203.644,2724.4731
131,YWHAB,50601.402,34564.207,65984.08,15082.598,28917.38,14093.213,14547.255,13080.872,17281.498,36351.11,8365.092,34668.65,51374.13,30902.795,32393.098,44683.863,53679.73,14882.919,34154.566,62675.52,64417.402,19464.389
132,SERF2,123010.266,94111.414,119727.15,59315.434,98502.55,43153.742,42174.33,58106.66,68433.94,25072.299,100156.2,130926.03,166751.28,113827.18,126665.31,130619.086,90489.99,11441.27,22655.543,46402.207,42107.586,14006.935
133,PDE4DIP,4123.975,2273.0386,3381.33,451.5104,1027.5054,555.54144,577.78485,400.7195,802.50085,3483.006,816.988,1344.9749,2794.7253,813.71747,558.9169,1819.9454,6602.663,1794.6528,3316.8716,4575.795,6876.789,1525.1781
134,CFL1,155999.62,102859.4,98722.01,49504.195,61669.977,40881.066,39849.37,35087.42,49359.55,24184.115,54250.805,106233.016,145658.9,77501.35,76382.77,111031.27,69936.41,10920.233,24468.184,42901.71,38179.863,13170.352
135,IRF2,8917.88,5098.704,4137.6543,2044.8807,5895.0347,4463.272,3248.9329,3006.3645,4441.8135,3366.5757,1516.7133,4878.6777,6611.891,3596.4421,3341.0925,13923.005,8512.744,1208.1791,2690.1262,5966.2886,6359.2856,1980.5349
136,PLEKHB1,3243.9688,1847.9764,1315.94,413.91476,1027.421,472.5366,282.18387,357.86142,689.9073,359.43158,67.94264,1173.0134,1861.5298,596.4782,322.52213,594.0298,660.0461,217.26984,303.7309,482.51132,1987.8892,244.1873
137,TMX4,9558.483,7875.6406,8281.521,2593.821,3533.0278,2382.9739,1334.854,3707.1772,3265.5654,8003.4844,3778.4556,5572.1006,9403.509,6116.9717,6313.8247,9283.649,16419.99,3171.6426,7577.3276,9704.955,10933.711,2883.2344
138,ALCAM,564.18695,640.30835,576.2529,190.938,294.48886,238.8132,108.19938,320.662,181.0332,1420.9775,682.27893,638.22925,734.7479,225.93958,189.6926,981.9181,1592.3235,338.98584,1007.8454,2939.7463,1894.8583,1041.5626
139,DNAH7,8.16827,2.7839644,1.326084,0.0,31.333422,37.45962,0.0,13.6705,30.087296,81.76727,0.0,1.1937448,15.781267,4.142502,3.3772376,94.44258,417.5421,285.14066,365.85422,389.50226,239.25954,74.343636
140,TOPBP1,3072.1724,2177.5813,2897.8005,595.6514,1069.6957,482.6246,462.52234,419.2944,776.3165,3171.7288,393.39038,1584.3906,2345.4817,980.5032,841.2137,1895.2408,5326.798,1152.9432,3944.9604,5353.489,7022.3315,2043.8651
141,OGFRL1,1021.5928,1499.9456,1027.4825,590.36066,810.0314,2772.3381,1067.1506,1846.6786,683.88947,6530.514,1333.8134,1152.5006,1900.2264,1141.145,985.209,11487.183,11068.415,2226.4534,4074.1582,13276.378,5480.7393,2442.0713
142,MSN,25937.639,18580.664,25396.078,9954.373,17653.473,8597.079,7632.6055,8474.662,11692.411,36994.805,11292.696,20478.162,31390.15,14975.622,15373.194,31543.553,55670.992,17753.395,44274.39,71005.7,50283.793,16180.295
143,KDM6A,6933.807,4226.9736,4944.647,857.5405,2074.3635,864.29114,687.045,608.55664,1555.1256,1834.3995,751.0704,1408.9746,1876.8021,869.76337,804.78125,3499.2456,3684.186,1039.4028,2614.2932,3463.9392,3785.5293,730.5775
144,TMEM241,523.42206,387.2564,245.68156,160.23837,139.34315,53.012444,46.259945,57.61233,114.66653,146.76065,50.80522,256.06137,347.755,115.508804,66.460075,174.43361,486.17493,237.83145,278.8586,440.27277,291.23016,73.531845
145,AC079612.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6045623,0.0,0.0,0.0,0.0,0.0,0.0,99.00347,118.77156,77.6813,70.07886,3.9888313,50.991394
146,SEMA3F,0.0,0.0,31.494642,0.0,0.0,0.0,0.0,0.0,0.0,2.9907994,5.382131,1.492983,0.0,0.0,0.0,0.0,33.551575,53.54467,23.359781,40.803516,6.863418,6.2326193
147,AMPD2,2185.959,1909.0875,4273.2993,948.2426,1133.5458,1320.2935,805.9087,2266.8372,805.96564,1757.7611,1555.807,1838.5306,3068.4094,1637.658,1532.5958,4020.1624,2537.2515,769.6114,1583.9484,4082.985,2162.567,787.2722
148,SLC25A6,104828.164,90663.33,104547.664,15579.554,15278.056,12325.494,14774.267,9092.648,8266.407,13060.939,37436.957,55935.1,81722.35,24246.52,15452.089,20797.129,24685.393,4618.626,9622.476,29491.934,27742.746,8165.747
149,SLA,4037.3435,5176.4814,8744.918,1284.1415,3319.213,2193.292,1400.7748,2909.4805,4216.281,7100.5815,7673.8535,5071.022,5300.5376,4016.8486,4589.8115,10972.408,16617.852,3175.215,7113.721,12324.153,12194.618,3041.321
150,IGLV2-23,10609.441,9164.641,2869.7373,844.6276,3324.3384,1317.2904,1088.4656,24.456343,435.5169,47.1333,782.76135,2903.4045,5024.128,3459.7683,2935.9924,4990.885,403.29578,112.86084,281.50223,159.74977,137.94817,370.22174
151,SLC38A2,4495.1763,2510.5464,6405.997,1179.2091,1471.7683,911.654,1033.6018,1348.2695,1377.8091,6116.69,1467.9431,2135.613,2737.1833,1389.2251,1319.8116,4449.8423,9351.554,1631.9507,3742.1282,9414.835,11256.241,3474.981
152,ARID1A,6363.2803,4984.816,3806.5051,1866.8594,2464.5771,1912.3451,1538.2164,1945.0972,2190.0415,7732.4043,2069.327,3750.3428,5614.077,3110.4517,3145.1057,7419.542,15293.527,3281.8733,8427.595,11359.446,14410.205,3130.9937
153,TMBIM6,35054.22,22233.812,36073.535,8766.991,24436.719,11904.995,10269.887,11146.759,16374.17,29266.754,9475.6455,20367.19,27845.154,18796.746,20463.117,33608.69,44313.438,13763.958,31156.418,46438.883,49144.785,14711.376
154,CYBA,80278.61,55824.523,71991.58,30651.729,35706.617,28193.357,30461.639,34370.32,22894.662,15809.314,15717.612,67420.266,80918.586,65333.152,78221.914,75005.55,35831.832,7339.7695,14101.685,29706.14,19862.186,7789.426
155,NAT9,2691.2395,1836.1063,2223.9004,480.87775,604.4668,428.93488,361.1157,340.4862,404.8559,452.66458,237.40318,994.1433,1909.5956,560.5186,483.3957,742.9742,955.2636,346.6211,672.27814,1034.8479,1282.6041,299.7837
156,ZNF740,1420.1367,831.5953,1136.4122,232.18587,551.6216,225.289,191.169,223.94936,292.34644,1143.1251,141.43379,724.656,1087.3267,386.78333,343.11456,707.3314,2109.5605,513.86847,1117.7388,1470.6229,2280.9053,559.6434
157,HMGN1,35867.816,20650.152,18507.896,7107.6704,15010.608,6374.5244,6535.5947,4560.5015,6651.959,3308.0732,6406.7563,14758.613,25333.715,10450.134,7168.0894,12206.892,14163.634,2219.2,5552.212,8147.505,11724.676,3138.9768
158,LENG8,8135.014,5631.3115,4958.0444,2112.9597,2381.2522,1553.8457,1325.1696,1988.4525,1400.2102,1311.1714,2122.3206,4757.007,5956.4746,3167.645,2947.779,4250.0796,6281.5024,843.42004,2320.3635,2651.1375,3067.7246,777.28973
159,RAD23A,18852.584,12775.263,15202.26,3397.6348,5605.55,2851.9219,2779.1208,1952.3301,3300.0105,3882.9333,4817.37,9468.947,13627.435,4352.4766,2922.8914,5212.6797,6917.8438,1640.3177,3661.2546,6486.185,8032.697,2243.5176
160,DDX6,19106.873,13492.274,18176.463,3510.2556,4863.5566,2448.6028,2666.838,2116.431,3652.882,9612.554,3345.8054,8473.992,12876.887,5867.915,4599.4,10499.041,21255.969,5161.8477,11072.607,14349.649,26060.19,5740.4775
161,EMC4,9517.637,5774.661,9485.284,2379.398,3501.306,1898.2595,1968.1729,1186.635,2577.6392,3200.0398,1485.925,5088.467,7224.246,2803.9631,2289.5967,3614.601,5596.6987,1607.6603,3774.145,5980.0195,5279.8896,1361.8383
162,ANXA5,8648.35,7332.046,13930.7295,5214.1367,7988.0845,6067.642,6207.1934,5212.8145,5816.8047,10906.516,7650.6055,11829.04,14335.949,8915.437,9737.897,13633.074,10944.913,4602.2188,8819.883,20701.783,10669.352,5420.766
163,MIEN1,10129.606,6628.5566,7933.455,2982.3057,4741.245,2845.0745,2418.2817,2715.5073,4429.8228,1940.8802,3356.156,6665.8633,8868.659,5212.146,5593.2173,8483.6045,3978.3953,1110.9944,1672.8853,3314.7976,3094.588,1102.4943
164,ERP29,45181.715,30604.934,29855.494,6944.0737,15793.814,6890.947,8435.523,5177.4233,7050.3193,9126.378,9653.24,20009.816,32716.098,12563.106,9004.694,10958.198,15151.013,4050.8809,9438.658,15813.343,18731.229,5368.7583
165,RNF19B,228.78238,388.17975,1504.2115,359.83948,606.5381,1359.1661,627.5608,1307.7423,1150.7341,1540.3099,472.19434,503.8591,644.4487,757.3206,990.259,3908.0776,5870.7153,1029.1973,2337.008,3948.7642,1995.4316,827.20044
166,RGL1,105.53541,150.34157,89.36887,88.23994,64.26146,108.38927,81.72399,70.833336,88.42258,412.7168,92.53427,167.76183,75.89295,23.60855,15.368773,242.96085,375.48508,432.27686,591.0735,1851.6788,768.4714,154.19392
167,GNS,1525.8572,1493.3629,2243.5154,1158.1725,1753.3993,1260.4547,1138.4377,1721.1475,941.75397,11663.162,1966.3983,2137.636,2367.8586,2205.148,3122.3245,4971.885,7993.8354,4075.7734,8093.347,16769.799,6521.2734,3497.9517
168,ACAP1,36275.87,17296.96,10517.095,5562.931,8160.1914,4455.576,3828.8696,4194.227,6744.4653,5689.1646,1937.4371,17411.588,18070.395,7969.214,6828.992,13192.731,15556.599,2877.218,6435.2847,8834.621,16390.547,3627.9521
169,LRRC8B,571.0949,431.61948,678.5747,289.6518,1116.0602,255.6128,150.57915,154.06067,354.59537,452.01,353.63785,346.72208,589.0711,281.76358,289.4624,1660.9203,2924.8286,289.5416,614.10504,1641.6874,1500.9414,183.99757
170,SCAF8,3964.609,2846.6487,2881.1562,837.58826,1341.8976,566.1322,698.01245,441.5285,942.69025,2695.8796,844.7276,1762.4746,2712.846,1048.2102,608.0992,2054.4365,4917.4976,1338.5385,3232.5442,4256.4663,5892.0264,1334.2706
171,USP3,7432.496,6273.1753,12161.739,1920.8011,3336.0154,2713.5107,2390.28,2232.55,2780.4268,4721.529,8229.211,5275.971,5644.475,3970.3723,4657.893,12032.869,10282.656,2877.9944,5472.8877,9461.813,6571.8906,2277.1233
172,ZNF106,7970.394,5622.726,5153.1646,2009.0016,3511.0696,2326.469,1787.8568,3891.2544,2457.3582,12866.219,4172.8115,5865.107,7341.7847,5057.2407,6096.2656,9953.495,18198.871,5300.199,11790.74,23640.463,18692.637,6680.717
173,TYMP,5170.742,9396.297,16004.633,11879.582,13468.029,21458.928,14453.538,15931.558,14639.599,15761.352,13256.684,16372.152,12402.224,7950.748,10237.959,30121.111,31115.273,10342.959,18883.453,50108.39,10495.443,6123.4146
174,TM9SF3,1817.311,1206.1345,3166.3506,783.95374,700.8854,498.91003,350.73227,727.63983,612.70593,7099.8374,941.9157,1333.2523,1589.2463,640.63477,463.70148,1698.465,9370.682,2595.4126,5771.0234,10122.375,11298.538,3475.3545
175,KAT6A,5752.599,4036.3218,7304.013,1722.6074,2818.3748,1827.4862,1262.6022,2252.9607,2288.8018,9532.546,1538.7324,2864.817,4672.8813,2224.5127,2612.8884,8481.942,23538.473,5126.6455,12215.337,16824.559,27833.121,5608.7017
176,AKAP11,2744.416,2173.1375,1811.6162,520.59656,894.03845,408.55093,358.35727,346.76138,426.36594,4091.0608,210.98941,1231.1865,1739.4922,653.89813,367.61826,1056.5364,7238.6206,1618.5339,3475.0989,5559.753,8407.627,2146.3252
177,GZMH,5561.5303,3026.4043,9100.3,10546.011,13333.53,2408.8137,5623.7407,3704.8308,5649.4326,9816.281,1069.1136,14077.556,22709.846,8395.606,5253.9883,11239.438,15239.297,9186.985,21671.19,11666.19,21449.441,5349.798
178,HNRNPK,44930.133,31345.98,32560.498,10181.906,19581.008,9991.006,9135.683,8538.997,12647.324,14371.127,9435.83,23834.834,34763.95,15698.318,13499.456,27840.416,35062.72,6063.3057,13606.822,29992.062,28207.807,8136.7896
