,Genename,Counts,Sample
0,B9D2,942.78656,Severe 2
1,JAG2,13.075047,Severe 2
2,DNASE1,846.9187,Severe 2
3,TRMU,1412.5616,Severe 2
4,RRP9,1274.152,Severe 2
5,CNOT2,6243.704,Severe 2
6,SMO,0.0,Severe 2
7,RC3H2,2551.6482,Severe 2
8,CLINT1,6660.542,Severe 2
9,CD52,123473.51,Severe 2
10,CLSPN,86.14014,Severe 2
11,MEGF9,2918.1396,Severe 2
12,UBA7,4137.526,Severe 2
13,TRBC2,26771.855,Severe 2
14,CNOT4,3899.4683,Severe 2
15,TCP1,5336.4546,Severe 2
16,INSIG2,1377.9597,Severe 2
17,SEC61A1,4578.429,Severe 2
18,MED13,1718.4961,Severe 2
19,PLEKHS1,0.0,Severe 2
20,NUFIP2,3002.1753,Severe 2
21,TSPAN18,1378.1525,Severe 2
22,XPC,4091.8694,Severe 2
23,EIF3K,68726.07,Severe 2
24,PIKFYVE,2108.609,Severe 2
25,LEF1,15220.551,Severe 2
26,ATG12,5505.6914,Severe 2
27,PPL,4.4141703,Severe 2
28,CCDC50,1690.1215,Severe 2
29,HLA-E,206531.4,Severe 2
30,MTMR14,6504.9277,Severe 2
31,AKT2,3822.7178,Severe 2
32,ZNF708,1536.2377,Severe 2
33,RPS9,207515.83,Severe 2
34,ACACA,924.319,Severe 2
35,IGHG1,621.0342,Severe 2
36,PPT1,5985.913,Severe 2
37,DEF6,9643.894,Severe 2
38,PSME4,1337.7747,Severe 2
39,ZFR,5809.352,Severe 2
40,HBS1L,2345.8093,Severe 2
41,FCN1,23693.893,Severe 2
42,ARHGEF1,26746.229,Severe 2
43,HIST1H4C,24610.0,Severe 2
44,KSR1,385.9172,Severe 2
45,RPS14,679724.94,Severe 2
46,IGHM,19222.299,Severe 2
47,KCNAB2,7448.025,Severe 2
48,PFDN5,125350.68,Severe 2
49,IGLC2,3144.8623,Severe 2
50,HLA-B,428591.1,Severe 2
51,LPIN3,0.0,Severe 2
52,MT-CYB,309263.1,Severe 2
53,KIF3B,1260.0079,Severe 2
54,SHOC2,5538.3037,Severe 2
55,RPL11,696217.44,Severe 2
56,NMT2,1551.7356,Severe 2
57,ZNF26,949.9125,Severe 2
58,MT-CO3,410773.6,Severe 2
59,CSF2RB,397.0643,Severe 2
60,TMSB4X,756013.1,Severe 2
61,VCAN,15242.308,Severe 2
62,S100A8,430462.28,Severe 2
63,NEU1,1962.3688,Severe 2
64,B4GALT1,6853.2666,Severe 2
65,HIPK2,3022.4036,Severe 2
66,PANK2,3131.8987,Severe 2
67,ABCD1,1087.4471,Severe 2
68,PMPCB,6440.3867,Severe 2
69,ACTG1,210449.61,Severe 2
70,ARFGEF1,2026.0717,Severe 2
71,BBX,8672.945,Severe 2
72,MRPL44,2317.9092,Severe 2
73,CD8A,13126.208,Severe 2
74,MRPL10,4820.4067,Severe 2
75,ZNF439,700.50885,Severe 2
76,NIN,6790.941,Severe 2
77,FMNL3,736.149,Severe 2
78,WAC,5586.396,Severe 2
79,CTDSP2,3262.6802,Severe 2
80,ATRX,13004.5205,Severe 2
81,CCL22,0.0,Severe 2
82,FGFR1OP,734.85236,Severe 2
83,CMTM6,9739.8125,Severe 2
84,ZNF664,1606.9713,Severe 2
85,SPG21,7613.419,Severe 2
86,PNRC2,9720.911,Severe 2
87,PPP2CA,6770.7085,Severe 2
88,EIF4A3,3748.0762,Severe 2
89,KCTD12,2702.393,Severe 2
90,IGLV6-57,1195.2017,Severe 2
91,ATP2A3,9884.756,Severe 2
92,AGO2,1886.3293,Severe 2
93,GK5,1287.3385,Severe 2
94,ALAD,1491.6598,Severe 2
95,SATB1,7823.9287,Severe 2
96,RPS17,5937.525,Severe 2
97,RPL22,233282.12,Severe 2
98,SRSF6,3467.2834,Severe 2
99,IQGAP2,7175.519,Severe 2
100,TEP1,866.3517,Severe 2
101,CFLAR,13468.018,Severe 2
102,DDX18,9824.222,Severe 2
103,TRAK1,1112.4315,Severe 2
104,AHNAK2,2.4061596,Severe 2
105,GLIPR2,8363.758,Severe 2
106,MT-CO2,487143.72,Severe 2
107,TFAP2B,0.0,Severe 2
108,APLP2,10991.153,Severe 2
109,SLC35G3,0.0,Severe 2
110,ADAR,10073.542,Severe 2
111,HLA-A,306743.62,Severe 2
112,SRL,0.0,Severe 2
113,SEC63,4561.3496,Severe 2
114,HLA-C,407208.34,Severe 2
115,DFFA,2081.2207,Severe 2
116,TKT,33956.367,Severe 2
117,PCMT1,6873.8223,Severe 2
118,AHNAK,40918.098,Severe 2
119,COL7A1,8.854942,Severe 2
120,BMPR2,650.2182,Severe 2
121,FAM107B,6800.7993,Severe 2
122,MT-CO1,742822.0,Severe 2
123,SNRPD2,48493.98,Severe 2
124,CORO1C,3530.239,Severe 2
125,ODC1,14522.933,Severe 2
126,STK10,10136.479,Severe 2
127,LCP1,35757.965,Severe 2
128,RPS16,266875.5,Severe 2
129,MTRNR2L8,107920.1,Severe 2
130,ISG15,5108.137,Severe 2
131,YWHAB,51374.13,Severe 2
132,SERF2,166751.28,Severe 2
133,PDE4DIP,2794.7253,Severe 2
134,CFL1,145658.9,Severe 2
135,IRF2,6611.891,Severe 2
136,PLEKHB1,1861.5298,Severe 2
137,TMX4,9403.509,Severe 2
138,ALCAM,734.7479,Severe 2
139,DNAH7,15.781267,Severe 2
140,TOPBP1,2345.4817,Severe 2
141,OGFRL1,1900.2264,Severe 2
142,MSN,31390.15,Severe 2
143,KDM6A,1876.8021,Severe 2
144,TMEM241,347.755,Severe 2
145,AC079612.1,0.0,Severe 2
146,SEMA3F,0.0,Severe 2
147,AMPD2,3068.4094,Severe 2
148,SLC25A6,81722.35,Severe 2
149,SLA,5300.5376,Severe 2
150,IGLV2-23,5024.128,Severe 2
151,SLC38A2,2737.1833,Severe 2
152,ARID1A,5614.077,Severe 2
153,TMBIM6,27845.154,Severe 2
154,CYBA,80918.586,Severe 2
155,NAT9,1909.5956,Severe 2
156,ZNF740,1087.3267,Severe 2
157,HMGN1,25333.715,Severe 2
158,LENG8,5956.4746,Severe 2
159,RAD23A,13627.435,Severe 2
160,DDX6,12876.887,Severe 2
161,EMC4,7224.246,Severe 2
162,ANXA5,14335.949,Severe 2
163,MIEN1,8868.659,Severe 2
164,ERP29,32716.098,Severe 2
165,RNF19B,644.4487,Severe 2
166,RGL1,75.89295,Severe 2
167,GNS,2367.8586,Severe 2
168,ACAP1,18070.395,Severe 2
169,LRRC8B,589.0711,Severe 2
170,SCAF8,2712.846,Severe 2
171,USP3,5644.475,Severe 2
172,ZNF106,7341.7847,Severe 2
173,TYMP,12402.224,Severe 2
174,TM9SF3,1589.2463,Severe 2
175,KAT6A,4672.8813,Severe 2
176,AKAP11,1739.4922,Severe 2
177,GZMH,22709.846,Severe 2
178,HNRNPK,34763.95,Severe 2
179,NOMO3,86.49571,Severe 2
180,SHE,18.623083,Severe 2
181,HIVEP1,942.14624,Severe 2
182,EFR3A,2978.345,Severe 2
183,TMBIM4,2950.6318,Severe 2
184,LAPTM5,99788.08,Severe 2
185,SND1,7285.6147,Severe 2
186,LCK,23720.1,Severe 2
187,TMEM245,1468.1124,Severe 2
188,ARF1,40814.176,Severe 2
189,GRM2,19.24464,Severe 2
190,KCNK10,0.0,Severe 2
191,S100A9,267023.28,Severe 2
192,RPS11,106240.18,Severe 2
193,CAPN2,13063.7,Severe 2
194,PHKG2,3371.9832,Severe 2
195,ZC3H18,3585.8118,Severe 2
196,ADD1,7766.117,Severe 2
197,MX1,2801.9307,Severe 2
198,SCMH1,665.14624,Severe 2
199,ZYX,33741.324,Severe 2
200,RNMT,6694.4043,Severe 2
201,CANX,12474.497,Severe 2
202,IGHG4,93.03774,Severe 2
203,IL1RL1,3.9108129,Severe 2
204,IGHV5-51,7173.699,Severe 2
205,LAMB1,5.476326,Severe 2
206,PDIA3,19528.47,Severe 2
207,ITGB2,48945.027,Severe 2
208,NT5DC2,59.01051,Severe 2
209,VIM,197773.89,Severe 2
210,TNFAIP3,34419.758,Severe 2
211,RPS8,776224.7,Severe 2
212,OXNAD1,7350.2603,Severe 2
213,SLC25A46,2886.57,Severe 2
214,IGHV3-23,4881.726,Severe 2
215,CNOT1,4543.4546,Severe 2
216,LPP,3476.875,Severe 2
217,UBE2J1,10830.731,Severe 2
218,ANKRD28,2031.7983,Severe 2
219,PRDM4,1360.6577,Severe 2
220,PSMB6,11525.375,Severe 2
221,UBXN7,2362.0952,Severe 2
222,ZNF227,788.6215,Severe 2
223,NCOA3,4562.165,Severe 2
224,MTX1,3907.9612,Severe 2
225,PDIA4,4568.434,Severe 2
226,CHD4,6600.369,Severe 2
227,AC159540.1,0.0,Severe 2
228,PLA2G2D,14.13691,Severe 2
229,CCDC97,2521.8718,Severe 2
230,TMEM154,3887.6545,Severe 2
231,HIST1H2BK,4425.197,Severe 2
232,KIAA0319,23.307558,Severe 2
233,APOBEC3G,7712.9546,Severe 2
234,MOSPD1,784.49915,Severe 2
235,RPN1,11964.702,Severe 2
236,ARHGAP1,3943.315,Severe 2
237,CIR1,5580.425,Severe 2
238,AACS,475.17752,Severe 2
239,CHD7,2786.0059,Severe 2
240,STX6,1458.5311,Severe 2
241,SAMD9,3105.813,Severe 2
242,TOM1,4507.0933,Severe 2
243,SNRPC,9231.912,Severe 2
244,PGAP1,188.862,Severe 2
245,ANXA1,35731.082,Severe 2
246,TMEM181,1017.1649,Severe 2
247,ARHGAP12,1487.5339,Severe 2
248,IPO11,1367.5383,Severe 2
249,KLF3,14867.262,Severe 2
